"id","day","interaction","timea","timeb","dur","choice1","choice2","location","partner_gender","partner_status","first","mtone","length","level","igaff","igdom","agval","agarous","stress","health","sbi_extra","sbi_agree","sbi_domin","sbi_quarl","sbi_submi","sbi_agency","sbi_commun","sbi_total","sbi_agree_ips","sbi_domin_ips","sbi_quarl_ips","sbi_submi_ips","sbi_agency_ips","sbi_commun_ips"
239,3,24,2133,2152,9,4,6,1,1,9,0,0,6,3,6,7,9,7,0,2,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
239,4,25,45,54,5,6,3,1,1,9,0,0,6,3,5,7,7,4,3,0,0,0.666666667,0.666666667,0,0.333333333,1,2,0.416666667,0.25,0.25,-0.416666667,-0.083333333,0.333333333,0.666666667
239,4,26,930,954,6,4,5,1,1,9,0,0,6,3,7,7,7,4,3,1,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,4,27,1414,1420,5,1,6,3,1,5,0,0,3,2,6,6,7,4,1,0,0,0,0.666666667,0,0.333333333,1,0,0.25,-0.25,0.416666667,-0.25,0.083333333,0.333333333,0
239,4,28,1420,1430,5,1,7,5,0,4,0,0,5,5,9,9,8,7,1,0,1,0.333333333,0,0.666666667,0,0,-1,0.25,0.083333333,-0.25,0.416666667,-0.25,0,-0.333333333
239,4,29,1445,1501,15,1,7,3,1,8,0,0,225,5,7,7,8,3,1,0,0,0.666666667,0.666666667,0,0.333333333,1,2,0.416666667,0.25,0.25,-0.416666667,-0.083333333,0.333333333,0.666666667
239,4,30,1510,1518,5,4,5,3,0,1,0,0,3,2,6,7,5,3,1,0,1,0.333333333,0.333333333,0,0.666666667,-1,1,0.333333333,0,0,-0.333333333,0.333333333,-0.333333333,0.333333333
239,4,31,1530,1545,15,4,6,1,1,9,0,0,6,3,6,3,4,6,2,1,0,0,0.333333333,0.333333333,0,1,-1,0.166666667,-0.166666667,0.166666667,0.166666667,-0.166666667,0.333333333,-0.333333333
239,4,32,2155,2215,10,4,4,1,1,9,0,0,6,3,8,7,7,3,1,0,0,0,0,0,0.333333333,-1,0,0.083333333,-0.083333333,-0.083333333,-0.083333333,0.25,-0.333333333,0
239,5,33,1005,1030,10,3,5,1,1,9,0,0,6,3,7,7,8,4,2,1,0,0.333333333,0.666666667,0,0,2,1,0.25,0.083333333,0.416666667,-0.25,-0.25,0.666666667,0.333333333
239,5,34,1205,1220,10,2,6,3,1,4,0,0,24,2,8,8,9,4,2,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
239,5,35,1310,1325,5,6,5,3,1,1,0,0,3,2,8,8,4,7,2,1,0,0.666666667,0,0,0,0,2,0.166666667,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
239,5,36,1330,1345,5,1,7,5,0,4,0,0,2,3,8,7,8,7,2,1,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,5,37,1415,1435,10,2,5,1,1,9,0,0,6,3,7,7,7,3,2,0,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,5,38,1615,1630,10,3,6,4,1,5,0,0,2,2,8,8,7,4,3,1,0,0.333333333,0.333333333,0,0.333333333,0,1,0.25,0.083333333,0.083333333,-0.25,0.083333333,0,0.333333333
239,5,39,1805,1820,5,2,6,4,0,5,0,0,4,3,7,8,6,3,3,1,0,0.333333333,0,0,0.333333333,-1,1,0.166666667,0.166666667,-0.166666667,-0.166666667,0.166666667,-0.333333333,0.333333333
239,5,40,2115,2215,45,1,7,5,0,4,0,0,5,4,8,8,8,8,4,1,0,0.666666667,0.333333333,0,0,1,2,0.25,0.416666667,0.083333333,-0.25,-0.25,0.333333333,0.666666667
239,6,41,930,945,5,3,6,1,1,9,0,0,6,3,7,7,7,7,1,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
239,6,42,1050,1105,10,4,6,3,1,1,0,0,3,2,8,8,4,8,2,0,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
239,6,43,1311,1330,15,1,7,3,1,4,0,0,6,4,9,9,9,8,3,0,0,0.333333333,0.666666667,0,0,2,1,0.25,0.083333333,0.416666667,-0.25,-0.25,0.666666667,0.333333333
239,6,44,1415,1424,5,1,7,3,1,8,0,0,225,5,8,8,9,3,3,1,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,6,45,1345,1405,10,4,6,3,0,1,0,0,3,2,8,7,5,8,3,1,1,0,0.666666667,0,0,2,0,0.166666667,-0.166666667,0.5,-0.166666667,-0.166666667,0.666666667,0
239,6,46,1415,1430,6,1,7,3,1,8,0,0,225,5,7,7,8,4,3,0,0,0,0,0.333333333,0,0,-1,0.083333333,-0.083333333,-0.083333333,0.25,-0.083333333,0,-0.333333333
239,6,47,1800,1820,15,1,7,1,1,4,0,0,48,5,9,9,9,9,3,1,0,1,0.666666667,0,0.333333333,1,3,0.5,0.5,0.166666667,-0.5,-0.166666667,0.333333333,1
239,6,48,2255,2309,7,2,6,1,1,9,0,0,6,3,7,6,7,4,0,0,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,7,49,1100,1115,6,2,6,1,1,9,0,0,6,3,7,6,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,7,50,1205,1215,5,2,6,3,1,4,0,NA,24,3,8,7,8,4,1,0,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,7,51,1309,1320,7,5,7,3,1,1,0,0,3,2,9,9,6,4,1,0,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
239,7,52,1430,1450,8,1,7,5,0,4,0,0,4,3,7,7,7,7,0,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
239,7,53,1640,1700,10,2,6,1,1,9,0,0,6,3,7,6,7,4,0,0,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
239,7,54,1805,1840,30,1,7,1,1,9,0,0,6,3,8,8,8,7,2,0,1,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
239,7,55,1930,1945,9,1,7,5,0,4,0,0,4,5,9,9,9,4,1,0,0,0.333333333,0.333333333,0,0,1,1,0.166666667,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
239,7,56,2220,2240,12,2,6,1,1,9,0,0,6,3,8,5,7,4,1,0,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
240,1,1,1148,1155,7,1,7,2,0,5,0,0,7,3,7,7,8,3,2,1,0,0.333333333,0,0,0.333333333,-1,1,0.166666667,0.166666667,-0.166666667,-0.166666667,0.166666667,-0.333333333,0.333333333
240,1,2,1325,1336,6,1,7,NA,0,NA,1,0,NA,1,7,7,8,3,3,1,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
240,1,3,1410,1415,5,1,7,5,0,NA,1,0,NA,1,3,7,3,7,4,1,0,0,0.333333333,0.333333333,0,1,-1,0.166666667,-0.166666667,0.166666667,0.166666667,-0.166666667,0.333333333,-0.333333333
240,1,4,1429,1437,8,1,7,5,1,4,0,0,14,5,8,8,8,8,4,1,0,0,0.333333333,0,0,1,0,0.083333333,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
240,1,5,1445,1452,NA,1,7,5,1,4,0,0,7,5,8,8,8,8,3,1,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
240,1,6,1516,1526,10,1,7,5,1,4,0,0,5,3,9,9,9,9,2,1,0,0.666666667,0.333333333,0.333333333,0,1,1,0.333333333,0.333333333,0,0,-0.333333333,0.333333333,0.333333333
240,1,7,1530,1536,6,1,6,3,0,NA,1,0,NA,1,8,7,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,1,8,1540,1549,9,1,7,3,1,4,0,0,6,4,9,9,9,9,3,1,0,0.666666667,0.333333333,0,0,1,2,0.25,0.416666667,0.083333333,-0.25,-0.25,0.333333333,0.666666667
240,2,9,700,815,75,1,7,NA,1,7,0,0,228,5,9,9,8,9,1,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
240,2,10,821,830,9,1,7,1,0,8,0,0,71,5,9,9,9,9,1,0,0,0.333333333,0.666666667,0,0,2,1,0.25,0.083333333,0.416666667,-0.25,-0.25,0.666666667,0.333333333
240,2,11,910,945,35,1,7,1,0,8,0,0,195,5,3,2,8,2,1,0,0,0.666666667,0.666666667,0,0,2,2,0.333333333,0.333333333,0.333333333,-0.333333333,-0.333333333,0.666666667,0.666666667
240,2,12,1211,1222,11,1,7,NA,0,4,0,0,27,4,7,8,8,7,1,0,0,1,0.333333333,0,0,1,3,0.333333333,0.666666667,0,-0.333333333,-0.333333333,0.333333333,1
240,2,13,1730,1850,80,1,7,1,1,7,0,1,228,5,9,9,9,9,1,0,0,0.666666667,0.333333333,0.333333333,0,1,1,0.333333333,0.333333333,0,0,-0.333333333,0.333333333,0.333333333
240,4,14,832,839,7,6,2,NA,NA,NA,1,NA,NA,1,2,2,5,2,0,0,0,0.333333333,0.666666667,0,0,2,1,0.25,0.083333333,0.416666667,-0.25,-0.25,0.666666667,0.333333333
240,4,15,1000,1006,6,1,7,3,1,NA,1,0,NA,1,6,8,8,2,1,0,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
240,4,16,1130,1135,5,1,7,5,1,4,0,0,5,3,9,9,8,8,1,0,0,0.666666667,0,0,0,0,2,0.166666667,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
240,4,17,1240,1248,8,1,7,3,1,NA,1,1,NA,2,5,5,6,8,1,0,0,0.333333333,0,0.333333333,0,0,0,0.166666667,0.166666667,-0.166666667,0.166666667,-0.166666667,0,0
240,4,18,1436,1446,10,1,7,1,0,4,0,0,36,5,9,9,9,9,1,0,0,0,0.333333333,0,0,1,0,0.083333333,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
240,4,19,1810,2007,118,1,7,5,0,4,0,NA,2,3,4,8,3,8,3,0,0,0.333333333,1,0.333333333,0,3,0,0.416666667,-0.083333333,0.583333333,-0.083333333,-0.416666667,1,0
240,6,20,930,1000,30,1,7,NA,1,4,0,0,4,3,4,8,3,8,5,5,0,0.666666667,0.666666667,0,0,2,2,0.333333333,0.333333333,0.333333333,-0.333333333,-0.333333333,0.666666667,0.666666667
240,6,21,1515,1525,10,1,7,5,0,4,0,0,7,4,8,8,3,8,4,5,0,1,0.333333333,0,0.666666667,-1,3,0.5,0.5,-0.166666667,-0.5,0.166666667,-0.333333333,1
240,6,22,1752,1757,5,7,1,2,1,NA,0,1,7,5,1,9,2,8,4,4,1,0,0,0,0.666666667,-2,0,0.166666667,-0.166666667,-0.166666667,-0.166666667,0.5,-0.666666667,0
240,7,23,1900,2006,66,7,1,2,1,NA,0,1,7,5,1,9,1,1,5,0,0,0,0,0,0.666666667,-2,0,0.166666667,-0.166666667,-0.166666667,-0.166666667,0.5,-0.666666667,0
241,1,1,900,1010,30,1,7,1,1,9,0,0,42,5,9,9,8,8,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,1,2,1200,1220,10,3,4,NA,0,4,0,0,39,3,5,7,6,6,1,2,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0
241,1,3,1415,1500,30,1,7,NA,0,6,0,0,14,4,8,8,8,7,0,1,1,0.666666667,0.666666667,0.333333333,0,2,1,0.416666667,0.25,0.25,-0.083333333,-0.416666667,0.666666667,0.333333333
241,1,4,1600,1700,30,2,6,NA,1,NA,0,1,15,3,6,6,6,6,1,0,0,0.666666667,1,0,1,0,2,0.666666667,0,0.333333333,-0.666666667,0.333333333,0,0.666666667
241,1,5,1615,1700,30,1,6,NA,0,5,0,1,13,2,7,6,8,7,1,0,0,1,0.666666667,0.333333333,0.333333333,1,2,0.583333333,0.416666667,0.083333333,-0.25,-0.25,0.333333333,0.666666667
241,1,6,1800,1830,20,1,6,5,1,4,0,0,12,3,7,6,8,8,0,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,1,7,1915,1925,10,4,5,5,0,5,0,0,13,3,7,7,8,8,0,0,0,0.666666667,0.666666667,0.333333333,0.333333333,1,1,0.5,0.166666667,0.166666667,-0.166666667,-0.166666667,0.333333333,0.333333333
241,1,8,2230,2400,30,2,7,5,0,4,0,1,27,2,8,8,7,7,0,0,0,1,0.666666667,0,1,-1,3,0.666666667,0.333333333,0,-0.666666667,0.333333333,-0.333333333,1
241,2,9,830,930,60,1,7,2,0,6,0,0,15,5,9,9,9,9,0,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,2,10,1300,1350,30,1,6,1,NA,7,0,0,271,0,5,7,6,7,2,0,1,1,1,1,0.666666667,1,0,0.916666667,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
241,2,11,1500,1600,30,2,4,2,0,5,0,1,14,3,5,8,6,7,1,0,0,1,1,0.333333333,1,0,2,0.833333333,0.166666667,0.166666667,-0.5,0.166666667,0,0.666666667
241,2,12,2000,2025,5,5,4,5,0,NA,1,1,NA,1,3,4,4,4,0,0,1,0,0,0.333333333,0.666666667,-2,-1,0.25,-0.25,-0.25,0.083333333,0.416666667,-0.666666667,-0.333333333
241,2,13,2030,2135,45,5,4,NA,0,6,0,0,15,4,3,4,4,4,4,0,0,1,1,1,0.666666667,1,0,0.916666667,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
241,2,14,2220,2300,10,1,7,2,1,4,0,1,13,4,7,7,8,7,0,0,1,0.666666667,0.333333333,0.333333333,0,1,1,0.333333333,0.333333333,0,0,-0.333333333,0.333333333,0.333333333
241,2,15,2220,2300,10,4,4,2,0,5,0,1,13,2,5,4,5,3,2,0,1,1,1,0.666666667,1,0,1,0.916666667,0.083333333,0.083333333,-0.25,0.083333333,0,0.333333333
241,2,16,2330,2500,75,1,7,2,0,6,0,0,15,5,8,8,9,8,0,0,0,1,1,0.666666667,0.333333333,2,1,0.75,0.25,0.25,-0.083333333,-0.416666667,0.666666667,0.333333333
241,3,17,930,1100,70,2,6,2,0,6,0,0,15,5,9,7,8,2,0,0,1,1,0.666666667,1,0.666666667,0,0,0.833333333,0.166666667,-0.166666667,0.166666667,-0.166666667,0,0
241,3,18,1130,1230,15,1,6,2,1,4,0,1,111,5,9,6,8,5,0,0,0,0.666666667,1,0,0.666666667,1,2,0.583333333,0.083333333,0.416666667,-0.583333333,0.083333333,0.333333333,0.666666667
241,3,19,1200,1230,15,2,5,3,1,4,0,0,161,5,6,9,6,7,0,0,0,1,0.333333333,0,0.333333333,0,3,0.416666667,0.583333333,-0.083333333,-0.416666667,-0.083333333,0,1
241,3,20,1530,1800,60,1,7,5,1,9,0,0,43,5,9,9,9,8,0,0,0,1,0.333333333,0.333333333,0.333333333,0,2,0.5,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
241,3,21,1700,1800,10,5,4,5,1,4,0,1,27,3,7,7,8,6,1,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0
241,3,22,1835,1900,6,6,3,1,0,9,0,0,18,1,1,3,1,5,3,1,1,0.666666667,1,0.666666667,0.666666667,1,0,0.75,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
241,3,23,2130,2230,30,2,5,3,0,5,0,0,79,2,6,6,6,7,3,1,0,0.666666667,0,0,0,0,2,0.166666667,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
241,3,24,2230,2300,10,7,4,3,NA,NA,1,0,NA,1,8,6,9,6,3,0,0,1,0.666666667,0,0.333333333,1,3,0.5,0.5,0.166666667,-0.5,-0.166666667,0.333333333,1
241,4,25,903,1003,7,4,4,3,1,4,0,0,3,2,7,4,7,6,5,3,0,0.666666667,1,0,0.333333333,2,2,0.5,0.166666667,0.5,-0.5,-0.166666667,0.666666667,0.666666667
241,4,26,1010,1030,15,1,6,3,1,4,0,0,271,5,7,8,8,7,5,3,0,0.666666667,0,0,0.333333333,-1,2,0.25,0.416666667,-0.25,-0.25,0.083333333,-0.333333333,0.666666667
241,4,27,1125,1145,20,2,6,3,1,4,0,NA,207,4,6,5,6,6,5,3,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,4,28,1213,1300,8,4,4,3,NA,5,0,0,2,2,6,6,7,5,5,4,1,0.333333333,0,0.333333333,0.333333333,-1,0,0.25,0.083333333,-0.25,0.083333333,0.083333333,-0.333333333,0
241,4,29,1700,1732,27,3,6,1,0,4,0,0,43,5,8,8,7,9,1,4,0,0.333333333,0.666666667,0,0,2,1,0.25,0.083333333,0.416666667,-0.25,-0.25,0.666666667,0.333333333
241,4,30,1808,1932,75,1,7,1,1,9,0,0,43,5,8,9,8,7,0,4,0,1,0,0.333333333,1,-3,2,0.583333333,0.416666667,-0.583333333,-0.25,0.416666667,-1,0.666666667
241,4,31,2113,2130,70,1,7,2,0,6,0,1,14,5,9,8,8,7,4,4,0,1,0.666666667,1,0.333333333,1,0,0.75,0.25,-0.083333333,0.25,-0.416666667,0.333333333,0
241,4,32,2309,1213,60,1,7,5,0,4,0,1,39,4,7,9,8,7,4,4,0,0.333333333,0,0.333333333,0,0,0,0.166666667,0.166666667,-0.166666667,0.166666667,-0.166666667,0,0
241,5,33,1013,1035,20,1,6,2,0,6,0,0,15,5,9,6,8,7,0,0,0,0.666666667,0.333333333,0,0.333333333,0,2,0.333333333,0.333333333,0,-0.333333333,0,0,0.666666667
241,5,34,1115,1133,15,1,4,3,1,9,0,0,43,5,8,6,7,6,0,0,0,1,0.333333333,0.333333333,0.333333333,0,2,0.5,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
241,5,35,1333,1345,10,4,4,1,0,9,0,0,15,2,5,6,7,5,0,0,1,1,0.333333333,0.333333333,0.666666667,-1,2,0.583333333,0.416666667,-0.25,-0.25,0.083333333,-0.333333333,0.666666667
241,5,36,1703,1725,20,4,4,4,1,2,0,1,2,2,6,6,7,7,0,0,0,0.333333333,0.666666667,0,0.333333333,1,1,0.333333333,0,0.333333333,-0.333333333,0,0.333333333,0.333333333
241,5,37,1933,2003,30,1,7,4,1,4,0,1,15,3,8,8,9,7,0,0,0,0.666666667,0,0,0.333333333,-1,2,0.25,0.416666667,-0.25,-0.25,0.083333333,-0.333333333,0.666666667
241,5,38,2223,2310,35,1,7,4,0,4,0,1,14,3,7,7,8,7,0,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,5,39,2345,1247,60,1,7,2,0,6,0,1,15,5,8,9,8,8,0,0,0,0.333333333,0.666666667,0.666666667,0,2,-1,0.416666667,-0.083333333,0.25,0.25,-0.416666667,0.666666667,-0.333333333
241,5,40,2403,2415,10,4,4,2,0,4,0,0,13,2,7,7,7,5,2,2,1,0.666666667,1,0.666666667,0.666666667,1,0,0.75,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
241,6,41,1009,1100,45,2,7,2,0,6,0,0,15,5,8,5,8,6,1,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,6,42,1130,1245,70,1,6,1,1,4,0,1,43,5,8,7,9,8,1,0,0,0.666666667,0.333333333,0.333333333,0,1,1,0.333333333,0.333333333,0,0,-0.333333333,0.333333333,0.333333333
241,6,43,1309,1330,20,1,7,1,1,9,0,0,43,5,7,5,8,7,1,0,0,0.666666667,0.333333333,0,0.666666667,-1,2,0.416666667,0.25,-0.083333333,-0.416666667,0.25,-0.333333333,0.666666667
241,6,44,1500,1507,6,7,3,3,NA,1,0,0,2,1,4,4,5,4,4,1,0,0.666666667,0,0,0,0,2,0.166666667,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
241,6,45,1609,1635,15,1,5,1,1,9,0,0,43,5,7,7,8,7,1,1,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,6,46,1730,1745,10,3,4,5,0,4,0,1,7,2,6,5,7,6,1,0,0,0.333333333,0,0.333333333,0,0,0,0.166666667,0.166666667,-0.166666667,0.166666667,-0.166666667,0,0
241,6,47,2245,2313,25,3,5,1,1,9,0,0,43,5,6,6,6,6,2,2,0,0.333333333,0.333333333,0,0.333333333,0,1,0.25,0.083333333,0.083333333,-0.25,0.083333333,0,0.333333333
241,6,48,2330,2337,6,5,4,1,0,9,0,0,15,2,7,7,2,5,4,1,1,0,1,0.666666667,0.333333333,2,-2,0.5,-0.5,0.5,0.166666667,-0.166666667,0.666666667,-0.666666667
241,7,49,1040,1115,15,3,5,NA,1,9,0,0,43,5,7,7,7,8,2,1,1,0.666666667,0,0.333333333,0,0,1,0.25,0.416666667,-0.25,0.083333333,-0.25,0,0.333333333
241,7,50,1230,1300,25,2,6,5,0,4,0,1,27,4,8,6,8,6,1,1,0,0.666666667,0.333333333,0,0.333333333,0,2,0.333333333,0.333333333,0,-0.333333333,0,0,0.666666667
241,7,51,1315,1323,5,6,2,1,0,9,0,0,17,2,5,4,5,3,2,0,1,0,1,0.333333333,0.333333333,2,-1,0.416666667,-0.416666667,0.583333333,-0.083333333,-0.083333333,0.666666667,-0.333333333
241,7,52,1505,1547,35,1,7,1,1,9,0,0,43,5,8,7,8,9,0,0,0,0.666666667,0.333333333,0.333333333,0.333333333,0,1,0.416666667,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
241,7,53,1800,1823,15,3,5,4,NA,2,0,1,2,1,6,5,8,6,0,0,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0
241,7,54,1930,1943,7,1,6,4,1,4,0,0,200,4,8,6,8,8,0,0,0,0.666666667,0.333333333,0,0.333333333,0,2,0.333333333,0.333333333,0,-0.333333333,0,0,0.666666667
241,7,55,2314,2400,40,1,7,2,0,6,0,1,15,5,8,6,7,5,1,0,0,0.666666667,1,1,0.333333333,2,-1,0.75,-0.083333333,0.25,0.25,-0.416666667,0.666666667,-0.333333333
241,7,56,2345,2353,7,5,3,2,0,5,0,1,14,2,7,5,7,4,1,1,1,0.333333333,0.333333333,1,0.333333333,0,-2,0.5,-0.166666667,-0.166666667,0.5,-0.166666667,0,-0.666666667
242,1,1,1105,1205,10,1,7,3,0,4,0,0,3,3,7,8,7,8,1,2,0,1,0.333333333,0.333333333,0,1,2,0.416666667,0.583333333,-0.083333333,-0.083333333,-0.416666667,0.333333333,0.666666667
242,1,2,1625,1630,5,1,7,3,0,4,0,1,1,2,7,8,8,8,1,2,0,0.666666667,0.666666667,0.333333333,0,2,1,0.416666667,0.25,0.25,-0.083333333,-0.416666667,0.666666667,0.333333333
242,3,3,0,1500,120,1,7,2,0,4,0,1,96,5,8,8,8,8,0,2,1,0.666666667,0,0.666666667,0,0,0,0.333333333,0.333333333,-0.333333333,0.333333333,-0.333333333,0,0
242,3,4,200,1500,60,1,7,2,0,4,0,1,120,5,8,8.5,8,8.5,0,2,0,1,0.333333333,0.333333333,0.333333333,0,2,0.5,0.5,-0.166666667,-0.166666667,-0.166666667,0,0.666666667
242,3,5,300,1500,30,1,7,2,0,4,0,1,84,5,8,8,8,8.5,0,2,0,1,0.333333333,0.333333333,0,1,2,0.416666667,0.583333333,-0.083333333,-0.083333333,-0.416666667,0.333333333,0.666666667
242,4,6,1010,1100,30,1,7,3,0,4,0,0,3,3,8,8,8,8,3,3,0,1,0.333333333,0,0.333333333,0,3,0.416666667,0.583333333,-0.083333333,-0.416666667,-0.083333333,0,1
242,4,7,1220,1330,30,1,6,3,0,4,NA,1,3,2,8,5,8,6,3,3,0,1,1,0.333333333,0,3,2,0.583333333,0.416666667,0.416666667,-0.25,-0.583333333,1,0.666666667
242,4,8,1300,1330,7,1,7,3,1,5,1,0,0,1,8,8,8,8.5,3,3,0,0.666666667,0.333333333,0.333333333,0,1,1,0.333333333,0.333333333,0,0,-0.333333333,0.333333333,0.333333333
242,4,9,1630,1700,10,1,7,3,0,5,0,0,3,1,4,8.5,5,8.5,3,3,1,0.333333333,0,0.333333333,0.333333333,-1,0,0.25,0.083333333,-0.25,0.083333333,0.083333333,-0.333333333,0
242,4,10,1900,2000,45,1,7,1,0,4,0,1,72,3,7.5,6,8,5.5,3,2,0,1,0.333333333,0,0.333333333,0,3,0.416666667,0.583333333,-0.083333333,-0.416666667,-0.083333333,0,1
242,5,11,835,930,20,6,3,3,0,5,0,1,1,1,5,6,7,2,3,3,0,1,0.333333333,0,0.333333333,0,3,0.416666667,0.583333333,-0.083333333,-0.416666667,-0.083333333,0,1
242,5,12,1430,1600,30,4,4,3,0,1,0,0,3,1,8,8,8,2,3,2,0,0.666666667,0.666666667,0,0.666666667,0,2,0.5,0.166666667,0.166666667,-0.5,0.166666667,0,0.666666667
242,6,13,905,1130,25,1,7,3,0,4,0,0,3,2,2,2,8,6,4,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0
242,6,14,1300,1400,25,4,4,3,0,1,0,NA,3,1,7.5,8.5,2,8.5,5,3,0,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.333333333,0,0,0,0,0,0
242,7,15,817,1200,35,7,1,3,0,2,1,NA,0,1,8,5,5,8,4,3,0,0.333333333,0.666666667,0.333333333,0.333333333,1,0,0.416666667,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
242,7,16,1240,1330,20,4,4,3,0,1,0,0,3,1,8,8,8,7.5,4,4,1,0.666666667,0,0,0.666666667,-2,2,0.333333333,0.333333333,-0.333333333,-0.333333333,0.333333333,-0.666666667,0.666666667
243,1,1,NA,NA,10,4,5,3,0,4,0,0,6,3,7,7,7,4,0,2,0,0.333333333,0,0,0,0,1,0.083333333,0.25,-0.083333333,-0.083333333,-0.083333333,0,0.333333333
243,1,2,NA,NA,30,1,7,2,1,4,0,0,5,4,8,8,8,7,1,2,0,0.333333333,0.333333333,0.333333333,0,1,0,0.25,0.083333333,0.083333333,0.083333333,-0.25,0.333333333,0
243,1,3,NA,NA,60,1,7,1,0,6,0,0,24,5,9,9,9,9,0,0,0,0.666666667,0.333333333,0,0,1,2,0.25,0.416666667,0.083333333,-0.25,-0.25,0.333333333,0.666666667
243,1,4,NA,NA,15,4,6,1,1,NA,1,1,0,1,8,8,8,3,0,0,0,0,0.333333333,0,0,1,0,0.083333333,-0.083333333,0.25,-0.083333333,-0.083333333,0.333333333,0
