98 1 -1.598 -0.721 -1.428 45.45 47 0 1
98 1 -0.714 -0.453 -0.795 46.75 49.5 0.5 2
98 1 -0.458 0.14 -0.074 49 52.25 1 3
98 1 -0.003 0.865 0.414 50.88 60 1.5 4
100 1 0.128 -0.614 0.76 46 46 0 1
100 1 0.316 0.858 0.93 48 48 0.5 2
100 1 0.566 0.986 1.49 49 49 1 3
100 1 1.252 1.591 1.706 50.5 52.5 1.5 4
103 2 -1.167 -1.187 -1.181 43 47 0 1
103 2 -0.81 -0.771 -0.772 42.5 48.5 0.5 2
103 2 -0.342 -0.461 -0.785 43.13 51.25 1 3
103 2 0.222 0.396 0.163 44.5 56.5 1.5 4
104 2 -0.357 -0.439 1.13 42 36.5 0 1
104 2 0.23 0.171 1.331 43 37 0.5 2
104 2 0.414 0.355 1.383 44 39 1 3
104 2 0.871 1.449 2.127 45.5 41 1.5 4
106 1 -0.748 -0.628 0.904 44.75 44.5 0 1
106 1 -0.178 -0.35 0.877 46 45 0.5 2
106 1 0.083 -0.17 1.464 47 48 1 3
106 1 0.622 0.61 1.298 . . 1.5 4
108 1 -0.126 -0.325 -0.127 45 53 0 1
108 1 0.461 -0.069 0.508 45.63 52.5 0.5 2
108 1 0.536 0.368 0.652 47.63 58 1 3
108 1 . . . . . 1.5 4
116 2 -0.366 -0.397 0.285 44.25 47.5 0 1
116 2 -0.174 0.021 0.625 46 52.75 0.5 2
116 2 0.27 0.244 0.916 47 58.5 1 3
116 2 1.377 1.04 1.38 49 65 1.5 4
126 2 -0.337 -0.277 0.241 42.5 37 0 1
126 2 -0.144 -0.074 0.265 44 41.5 0.5 2
126 2 -0.013 -0.031 0.719 45 43 1 3
126 2 0.838 0.987 1.108 46.75 46 1.5 4
130 1 0.373 -0.744 0.655 47.25 54.5 0 1
130 1 0.842 -0.136 0.92 49.25 61.5 0.5 2
130 1 0.835 -0.044 1.14 50 63.5 1 3
130 1 1.214 0.824 1.182 51.63 70.25 1.5 4
133 2 -0.633 -0.645 0.436 42.5 44 0 1
133 2 -0.436 -0.097 0.546 43.75 47.5 0.5 2
133 2 0.119 0.048 0.937 44.75 48 1 3
133 2 1.087 0.797 0.878 46 52.5 1.5 4
135 1 0.038 -0.2 0.062 44.5 44 0 1
135 1 0.403 0.024 0.272 45.63 46.5 0.5 2
135 1 0.613 0.429 0.386 45.75 47 1 3
135 1 0.764 1.198 0.746 47.75 49.5 1.5 4
136 2 -0.85 -0.41 0.011 44.13 40 0 1
136 2 -0.163 -0.236 -0.125 45.63 44 0.5 2
136 2 0.012 -0.087 0.381 46 46 1 3
136 2 1.046 0.864 1.009 48 51 1.5 4
138 2 -0.755 -0.561 -0.284 43.5 46.25 0 1
138 2 -0.091 -0.078 0.072 44.63 48.5 0.5 2
138 2 -0.131 -0.053 0.189 45.5 49 1 3
138 2 0.415 0.76 0.584 47 52.25 1.5 4
150 1 -1.094 -1.984 -0.496 41.63 44 0 1
150 1 -0.522 -0.761 -0.135 42.34 46.5 0.5 2
150 1 -0.026 -0.375 0.413 44.25 49 1 3
150 1 0.52 0.215 0.849 45.5 56 1.5 4
151 2 . . . . . 0 1
151 2 -1.283 -0.503 -0.554 47 60.5 0.5 2
151 2 -0.986 -0.469 -0.029 48.38 68.5 1 3
151 2 0.312 0.197 -0.064 50 73.5 1.5 4
155 1 -0.25 -0.415 0.545 45.95 56 0 1
155 1 -0.374 -0.175 0.956 50.25 57.5 0.5 2
155 1 -0.158 -0.047 0.855 51.25 60 1 3
155 1 0.52 0.615 1.289 52.63 66 1.5 4
157 1 -0.887 . -0.273 44.25 47 0 1
157 1 -0.607 -0.508 -0.347 45.75 52 0.5 2
157 1 -0.319 -0.299 0.359 46.5 56.5 1 3
157 1 0.266 0.519 0.802 48.25 63 1.5 4
161 1 -0.78 -0.817 0.498 46.25 49.5 0 1
161 1 0.114 -0.5 0.641 48 50.5 0.5 2
161 1 0.191 -0.093 0.857 49 51.5 1 3
161 1 0.787 0.784 1.037 49.75 54 1.5 4
166 2 0.24 -0.099 0.121 42.5 37.5 0 1
166 2 0.383 0.975 0.194 43.5 39.5 0.5 2
166 2 0.788 1.226 0.577 44.63 39.5 1 3
166 2 1.043 1.54 0.967 45.25 42.75 1.5 4
176 2 -0.063 -0.268 0.712 45.5 45.5 0 1
176 2 0.27 0.177 1.131 47 52.5 0.5 2
176 2 0.784 0.297 1.467 54.5 48 1 3
176 2 1.347 1.139 1.295 49.5 60.5 1.5 4
184 2 -0.842 -0.902 0.252 45.5 43.7 0 1
184 2 -0.64 -0.857 0.652 45 49.5 0.5 2
184 2 -0.637 -0.451 0.831 46 54.25 1 3
184 2 -0.069 0.039 1.536 47.25 55 1.5 4
186 1 -1.032 -0.875 0.559 48 53 0 1
186 1 -0.507 -0.42 0.96 48.5 54.5 0.5 2
186 1 0.064 -0.146 1.691 49.75 54.5 1 3
186 1 0.486 0.379 1.322 51.63 59.5 1.5 4
187 2 -0.623 -1.131 0.293 41 34.5 0 1
187 2 -0.179 -0.617 0.648 46.5 37.5 0.5 2
187 2 0.048 -0.179 1.127 44.13 39 1 3
187 2 0.451 0.395 1.494 45.5 42.5 1.5 4
190 2 -0.625 -0.967 0.434 42 41 0 1
190 2 -0.371 -0.249 0.223 43 44 0.5 2
190 2 -0.083 -0.062 0.755 43.5 44.75 1 3
190 2 0.484 0.549 0.779 45 47.5 1.5 4
194 1 -0.505 -1.156 -0.045 45.25 51 0 1
194 1 -0.22 -0.559 0.558 46.5 54 0.5 2
194 1 0.187 -0.247 0.709 47 55 1 3
194 1 0.808 0.265 1.174 48.38 61.25 1.5 4
199 1 -0.565 -0.645 -1.127 47.55 54 0 1
199 1 0.167 -0.535 -0.589 49.5 50.25 0.5 2
199 1 0.527 -0.485 -0.212 50 63 1 3
199 1 1.012 0.463 0.203 51.25 65.5 1.5 4
203 2 -1.322 -1.037 -0.02 45 46.5 0 1
203 2 -0.372 -0.674 0.262 45.75 48.5 0.5 2
203 2 0.002 -0.526 0.291 47 45.5 1 3
203 2 0.426 0.582 0.694 48.25 53.75 1.5 4
205 1 -1.486 -1.563 -1.473 41.5 46 0 1
205 1 -0.96 -0.762 -0.079 43 42.5 0.5 2
205 1 -0.497 -0.469 -0.193 44 44.75 1 3
205 1 0.404 0.554 0.326 45 49 1.5 4
208 1 0.761 -0.917 -0.026 45.25 44.5 0 1
208 1 1.133 -0.149 0.253 46.5 51 0.5 2
208 1 1.481 0.242 0.363 47.5 48.5 1 3
208 1 1.319 0.836 0.706 49 56 1.5 4
210 1 -0.088 -0.494 -0.221 45 43.25 0 1
210 1 0.042 -0.189 0.232 46.5 45.5 0.5 2
210 1 0.332 0.037 0.485 47.5 46 1 3
210 1 1.005 0.938 0.896 48.63 48.75 1.5 4
214 1 -0.564 -0.333 0.163 48 60.75 0 1
214 1 0.003 -0.207 0.365 49 67.5 0.5 2
214 1 0.663 0.172 0.637 49.88 73.5 1 3
214 1 0.4 0.879 0.784 51.25 80.25 1.5 4
217 1 -0.902 -0.44 0.441 45.5 48 0 1
217 1 -0.268 -0.297 0.797 47 50 0.5 2
217 1 0.149 0.108 0.793 48 51 1 3
217 1 0.886 1.149 1.086 49.25 56 1.5 4
225 2 -0.693 -0.735 0.672 46 43 0 1
225 2 -0.183 -0.327 1.092 47.25 45 0.5 2
225 2 0.171 0.028 1.118 46.25 48 1 3
225 2 0.705 0.64 1.115 49 48.5 1.5 4
235 2 -0.928 -1.064 -0.397 43 41 0 1
235 2 -0.609 -0.432 0.277 43.5 43 0.5 2
235 2 -0.267 -0.303 0.276 45 44 1 3
235 2 0.58 0.411 0.489 45.63 47 1.5 4
236 1 -0.774 -1.267 0.594 43 38.5 0 1
236 1 -0.558 -0.844 0.585 44 41.5 0.5 2
236 1 -0.049 -0.327 1.13 45 41.5 1 3
236 1 0.719 0.204 1.604 46.75 45 1.5 4
237 2 -0.867 -0.667 0.201 45 40.5 0 1
237 2 -0.025 -0.661 0.308 46 43.5 0.5 2
237 2 0.233 -0.079 0.691 47.5 45 1 3
237 2 1.08 0.809 0.885 48.5 49.25 1.5 4
238 1 -1.059 -1.722 -0.262 43.13 42 0 1
238 1 -0.718 -1.587 0.04 44 46 0.5 2
238 1 -0.092 -1.094 0.21 45.38 45.25 1 3
238 1 0.586 0.365 0.558 46.5 48.5 1.5 4
242 1 . . . . . 0 1
242 1 -0.714 -1.235 0.033 45.5 52.25 0.5 2
242 1 -0.029 -0.985 0.621 47 55.5 1 3
242 1 0.587 -0.047 1.004 48.5 62.5 1.5 4
252 2 -1.309 -1.315 -0.61 42.25 38 0 1
252 2 -0.706 -0.161 0.107 43.5 41 0.5 2
252 2 -0.036 -0.195 0.049 44.75 43.5 1 3
252 2 0.327 0.284 0.519 45.5 46.5 1.5 4
253 2 -1.75 -1.775 -1.26 41.63 . 0 1
253 2 -0.824 -0.714 -1.012 35 35 0.5 2
253 2 -0.897 -0.494 -0.701 45 46 1 3
253 2 -0.149 -0.032 -0.038 . . 1.5 4
254 1 -1.273 -1.368 -0.292 43.5 46 0 1
254 1 -0.699 -0.807 -0.28 44.75 48 0.5 2
254 1 -0.528 -0.556 0.078 45.75 51.5 1 3
254 1 -0.196 -0.121 0.438 46.5 53.5 1.5 4
256 1 -1.967 -1.851 -1.146 43.13 42.75 0 1
256 1 -1.014 -1.099 -0.751 44.25 47 0.5 2
256 1 -0.504 -1.097 -0.436 46 49 1 3
256 1 0.158 -0.157 0.121 47 55 1.5 4
257 2 -1.699 . . 42.63 42.5 0 1
257 2 -1.107 -1.222 -0.832 43.5 45 0.5 2
257 2 -0.312 -1.166 -0.171 45.5 47 1 3
257 2 0.092 -0.088 0.132 46.5 49.4 1.5 4
260 1 -0.224 -0.624 -0.441 44.5 53.5 0 1
260 1 -0.14 0.069 -0.382 46 60.5 0.5 2
260 1 0.074 0.164 -0.188 46.88 65.5 1 3
260 1 0.799 1.129 0.812 48.63 71.5 1.5 4
264 1 -1.133 -1.186 -0.538 42.5 46.5 0 1
264 1 -0.495 -1.121 0.462 44 52 0.5 2
264 1 -0.594 -0.786 0.364 44.88 56 1 3
264 1 0.102 0.173 0.744 46.5 61.25 1.5 4
273 1 -0.447 -0.305 -0.326 47.63 52 0 1
273 1 -0.378 0.864 0.27 49.25 57.25 0.5 2
273 1 0.477 0.808 0.16 50 64 1 3
273 1 0.893 1.249 0.896 52.2 65.75 1.5 4
276 2 -0.815 -1.344 -0.943 42 40 0 1
276 2 -0.416 -0.28 -0.677 43.25 42 0.5 2
276 2 -0.049 -0.028 -0.323 44.88 46 1 3
276 2 0.511 1.074 -0.089 46.5 49.5 1.5 4
285 1 -1.192 -0.864 -1.593 43 40 0 1
285 1 -1.333 -0.632 -0.909 44.25 40 0.5 2
285 1 -1.188 -0.82 -0.703 45.25 42.5 1 3
285 1 . . . . . 1.5 4
287 1 -1.381 -1.379 . 46.25 . 0 1
287 1 -1.133 -1.019 . 47.25 47 0.5 2
287 1 . -0.025 . 49.25 55 1 3
287 1 -0.806 0.016 -1.227 50.5 57 1.5 4
290 1 -1.491 -1.035 -1.18 42.5 44 0 1
290 1 -0.814 -0.649 -1.348 44 48.5 0.5 2
290 1 -0.525 -0.594 -0.748 45.75 51.5 1 3
290 1 -0.059 -0.047 -0.702 47.5 57 1.5 4
295 2 -1.033 -0.432 -0.364 43 36.5 0 1
295 2 -0.134 -0.081 -0.122 44 39 0.5 2
295 2 -0.27 -0.11 0.245 45.5 43.5 1 3
295 2 0.326 0.389 0.698 47 . 1.5 4
297 1 -2.064 -1.833 -0.815 43.5 47.5 0 1
297 1 -1.49 -0.803 -0.37 44.25 54 0.5 2
297 1 -0.829 -0.939 -0.381 46 54 1 3
297 1 0.095 -0.055 0.186 47.25 . 1.5 4
301 2 -1.507 -1.523 -1.126 45.5 44.5 0 1
301 2 -1.198 -0.908 -0.854 46.5 42.5 0.5 2
301 2 -1.354 -0.866 -0.771 48 45 1 3
301 2 -0.755 0.255 -0.049 49 . 1.5 4
306 1 -0.515 -0.254 0.506 47.5 52 0 1
306 1 0.215 0.377 0.462 48.5 52.75 0.5 2
306 1 0.258 1.126 0.739 49.75 57.25 1 3
306 1 0.688 1.5 1.117 51 59 1.5 4
309 1 -0.974 -1.102 0.678 49 50.5 0 1
309 1 -0.487 -0.753 0.911 49.38 53.5 0.5 2
309 1 0.165 -0.2 1.078 51 55 1 3
309 1 0.564 0.517 1.476 52.13 63.5 1.5 4
316 2 -0.083 -1.062 0.346 45.25 42 0 1
316 2 0.593 0.023 0.664 46 43 0.5 2
316 2 0.808 0.21 1.146 47.38 47.75 1 3
316 2 1.323 1.001 1.362 48.63 52 1.5 4
323 1 -0.476 -1.001 0.116 44 44 0 1
323 1 -0.07 -0.074 0.324 45.38 44.5 0.5 2
323 1 0.178 0.172 0.495 46.63 49 1 3
323 1 0.731 0.64 0.872 47.75 51.5 1.5 4
326 2 -0.306 0.051 1.26 45 42.5 0 1
326 2 0.352 0.259 1.068 46.13 41.75 0.5 2
326 2 0.436 0.268 1.182 . . 1 3
326 2 1.028 0.905 1.555 49 47.75 1.5 4
327 1 -0.07 -0.506 0.391 46 52 0 1
327 1 -0.009 -0.081 0.391 47.63 56.5 0.5 2
327 1 0.249 0.166 0.73 48.63 58.25 1 3
327 1 0.762 1.061 0.758 49.75 60 1.5 4
340 2 -0.047 -0.241 0.385 43 37.75 0 1
340 2 -0.009 -0.282 0.937 44.25 42 0.5 2
340 2 0.573 0.145 0.717 45.38 41.75 1 3
340 2 0.779 0.593 1.027 46.5 42.5 1.5 4
344 1 -1.531 -1.207 -1.005 42 40.5 0 1
344 1 -0.747 -0.705 -0.345 43.5 43.5 0.5 2
344 1 -0.119 -0.629 0.135 44.75 45 1 3
344 1 0.027 0.212 0.246 45.5 45.75 1.5 4
369 1 -0.605 -0.495 0.308 43.25 46.5 0 1
369 1 0.073 -0.273 0.674 45.25 50.5 0.5 2
369 1 0.055 -0.111 0.557 46.5 51.5 1 3
369 1 0.646 0.667 1.329 48 54 1.5 4
373 1 -0.968 -0.756 -0.125 45.75 46 0 1
373 1 -0.063 -0.367 0.041 47 48 0.5 2
373 1 0.54 -0.055 0.55 46.88 51.25 1 3
373 1 0.826 0.38 0.76 48 55.5 1.5 4
378 2 -0.904 -1.077 -0.095 43.5 47 0 1
378 2 -0.041 -0.487 0.452 44.13 44 0.5 2
378 2 -0.195 -0.255 0.797 45.5 44 1 3
378 2 -0.004 0.265 0.992 46 48.5 1.5 4
380 1 -1.147 -1.263 -1.409 48.5 60 0 1
380 1 -0.794 -0.632 -0.951 50 66 0.5 2
380 1 -0.554 -0.283 -0.696 52.25 68.5 1 3
380 1 -0.181 0.2 0.034 53 70.25 1.5 4
381 2 -0.79 -1.014 0.192 45.75 50 0 1
381 2 -0.078 -0.187 0.517 45.75 55 0.5 2
381 2 0.196 0.208 0.93 47.13 59 1 3
381 2 0.757 0.483 1.007 48.13 68 1.5 4
383 2 -0.931 -0.862 -0.244 45 49 0 1
383 2 0.232 0.265 0.091 46.38 49 0.5 2
383 2 -0.09 0.316 0.214 47.5 52.5 1 3
383 2 0.341 0.684 0.35 48.5 55.5 1.5 4
385 1 -0.92 -0.743 -0.724 44 57 0 1
385 1 -0.128 -0.293 -0.036 46 46 0.5 2
385 1 -0.151 -0.099 -0.154 46.75 59.5 1 3
385 1 0.764 0.394 0.715 48 66.5 1.5 4
387 2 -0.705 -1.219 -1.151 44.5 46.75 0 1
387 2 -0.656 -0.903 -0.533 46.75 49.5 0.5 2
387 2 -0.156 -0.335 -0.227 48 57.5 1 3
387 2 0.009 0.248 0.194 49 65.5 1.5 4
388 2 -1.745 -1.773 -0.834 41.5 35 0 1
388 2 -1.609 -1.595 -0.049 43.25 36.5 0.5 2
388 2 -1.695 -1.589 -0.292 43.5 38 1 3
388 2 -0.102 -1.148 0.122 44.25 42 1.5 4
392 1 0.136 -0.271 0.273 49.25 55.5 0 1
392 1 0.494 0.07 0.479 50.38 55.5 0.5 2
392 1 0.712 0.219 0.743 52 60 1 3
392 1 1.221 0.993 1.238 . . 1.5 4
393 1 -1.186 -0.85 0.02 44 42 0 1
393 1 -0.364 -0.37 0.484 44.25 43.5 0.5 2
393 1 0.837 0.195 0.816 46.25 44 1 3
393 1 1.233 0.789 0.956 . . 1.5 4
394 2 -0.373 -0.552 0.318 44.5 37 0 1
394 2 -0.384 0.28 0.529 45.63 42.25 0.5 2
394 2 0.329 0.493 0.588 47 46.5 1 3
394 2 0.802 1.061 1.182 . . 1.5 4
399 1 -0.689 -1.164 0.371 46 47 0 1
399 1 0.031 -0.736 0.608 47 50.5 0.5 2
399 1 0.015 -0.1 1.372 . 51.5 1 3
399 1 0.467 -0.133 1.359 . . 1.5 4
401 2 -1.644 -1.185 -0.307 42 41 0 1
401 2 -0.887 -0.596 -0.354 44 43 0.5 2
401 2 -0.688 -0.234 -0.561 43.5 44.5 1 3
401 2 0.049 0.412 0.053 45 49 1.5 4
406 2 -1.92 -2.009 -1.282 42 40.5 0 1
406 2 -0.9 -0.886 -0.524 42.75 40.5 0.5 2
406 2 -0.374 -0.549 -0.07 43.5 42.5 1 3
406 2 0.301 0.191 -0.031 45.25 46.5 1.5 4
407 2 -0.898 -1.107 0.137 46 55 0 1
407 2 -0.541 -0.249 0.354 48.5 62 0.5 2
407 2 -0.177 -0.163 0.777 48.25 65.25 1 3
407 2 0.396 0.494 0.935 49.5 70.5 1.5 4
415 1 -0.222 -1.013 -0.672 44.75 41.5 0 1
415 1 0.228 -0.611 0.173 46 46 0.5 2
415 1 0.393 0.092 0.288 46 45.75 1 3
415 1 1.172 0.953 0.435 47.25 50 1.5 4
417 2 0.179 -0.625 -0.181 44.75 42.5 0 1
417 2 0.633 -0.038 0.317 46.75 43 0.5 2
417 2 1.019 0.262 0.221 46.25 45 1 3
417 2 1.283 1.21 0.725 47.38 48 1.5 4
418 1 -0.465 -0.459 0.134 44.5 44.5 0 1
418 1 0.683 -0.097 0.507 45.75 45.75 0.5 2
418 1 0.73 -0.062 0.499 46.5 47.5 1 3
418 1 1.354 0.616 0.882 47.75 48.5 1.5 4
420 2 -0.352 -0.773 0.079 45.38 46 0 1
420 2 0.249 0.005 0.586 46.25 50 0.5 2
420 2 0.364 -0.094 1.11 46.75 51 1 3
420 2 0.974 0.668 1.032 47.75 52.5 1.5 4
425 1 -0.573 -1.039 0.476 46.75 49.5 0 1
425 1 -0.377 -0.247 0.532 47.75 51.5 0.5 2
425 1 0.252 0.186 0.884 47.75 51 1 3
425 1 0.713 0.826 1.303 48.75 54 1.5 4
429 2 -0.834 -0.692 0.121 46.5 46 0 1
429 2 0.003 0.018 0.66 47.75 49 0.5 2
429 2 0.355 -0.11 0.762 48.25 49.5 1 3
429 2 0.878 0.577 1.253 49.25 52 1.5 4
430 2 -1.061 -1.492 -0.069 44.5 38 0 1
430 2 0.014 -0.051 0.466 45.25 39.5 0.5 2
430 2 -0.107 -0.095 0.449 45.75 39 1 3
430 2 0.966 0.594 0.776 47.25 41.75 1.5 4
435 1 -0.151 -0.909 0.216 43.38 41.5 0 1
435 1 0.123 -0.318 0.682 44 43.25 0.5 2
435 1 0.822 -0.036 0.672 44.5 43.5 1 3
435 1 1.322 0.52 0.849 45.25 47.25 1.5 4
437 2 -0.513 -0.705 -0.092 42.25 56 0 1
437 2 -0.045 -0.176 -0.057 48.5 56 0.5 2
437 2 0.195 -0.229 -0.039 48.75 57 1 3
437 2 0.774 0.281 0.381 50.25 59.75 1.5 4
442 1 -0.238 -0.927 0.289 47.5 52.5 0 1
442 1 0.213 -0.435 0.497 48.5 55 0.5 2
442 1 0.389 -0.118 0.401 49 54.75 1 3
442 1 0.978 0.4 0.906 50.5 58 1.5 4
448 1 -0.933 -1.092 0.022 46.25 67 0 1
448 1 -0.395 -0.272 0.064 47 71.5 0.5 2
448 1 -0.115 -0.069 0.055 48 75.5 1 3
448 1 0.206 0.487 0.383 49 87.5 1.5 4
449 1 -2.099 -1.826 -0.194 45.5 48 0 1
449 1 -1.453 -1.542 0.042 46.5 49.5 0.5 2
449 1 -1.389 -1.759 0.583 46.5 50.25 1 3
449 1 -0.709 -0.819 0.693 49 54 1.5 4
451 2 -0.166 -0.129 -0.08 43.5 38 0 1
451 2 0.103 0.522 -0.01 44.5 39.5 0.5 2
451 2 0.301 0.882 0.197 44.5 40.5 1 3
451 2 0.663 1.163 0.263 45.25 41.5 1.5 4
452 2 -1.256 -1.076 0.127 44 41.25 0 1
452 2 -0.723 -0.587 0.155 47 47 0.5 2
452 2 -0.159 -0.542 0.6 47.25 47.5 1 3
452 2 -0.103 0.294 0.722 49 51.5 1.5 4
456 2 -1.211 -1.049 -0.18 41.9 40 0 1
456 2 -0.566 -0.704 0.062 44.5 41.5 0.5 2
456 2 -0.295 -0.401 0.366 44.5 43 1 3
456 2 0.637 0.353 0.912 46.25 47 1.5 4
460 1 -1.833 -1.125 -1.445 47.5 64.5 0 1
460 1 -1.444 -1.148 -1.432 48.5 60 0.5 2
460 1 -1.102 -1.054 -0.96 49 58.5 1 3
460 1 -0.518 -0.032 -0.418 50 62 1.5 4
463 1 -0.931 -1.384 -0.311 45.75 47.5 0 1
463 1 -1.217 -1.086 0.131 47.5 51.5 0.5 2
463 1 -0.593 -0.717 0.385 48.75 58 1 3
463 1 0.172 -0.659 0.71 51 64 1.5 4
465 2 -1.39 -1.314 -0.847 45.5 50.5 0 1
465 2 -0.534 -0.573 -0.423 46.6 53.75 0.5 2
465 2 -0.165 -0.365 0.149 48 58.5 1 3
465 2 0.477 0.328 0.613 50 60.5 1.5 4
467 1 -1.328 -1.551 -0.488 46.25 53 0 1
467 1 -1.183 -1.383 0.136 47 59.5 0.5 2
467 1 -1.083 -0.601 0.334 48 66.5 1 3
467 1 -0.09 -0.3 0.532 49.5 66 1.5 4
473 2 -1.249 -1.107 -0.777 47.5 54 0 1
473 2 -1.122 -0.75 -0.64 50.5 56 0.5 2
473 2 0.201 -0.235 -0.576 . . 1 3
473 2 0.219 0.387 0.098 51.2 71.5 1.5 4
476 2 -2.162 -1.926 -1.022 42 38.5 0 1
476 2 -1.263 -1.452 -0.549 42.88 40.5 0.5 2
476 2 -1.015 -0.213 -0.362 43.75 43.5 1 3
