  529.0000   32.9400   86.1800   82.1100     .         .         .       63.0700  144.6600  121.3800   -1.0690    0.7370    1.0260     .         .         .       -0.0770    0.9750    1.0530
  530.0000   26.5000  104.6500   79.0600   36.3700  122.3000  104.3200     .         .         .       -1.4560    1.0000    0.9930   -1.0870    0.9130    1.0730     .         .         .    
  537.0000   59.6500  162.8600  130.5100   68.0800  173.4700  156.9300     .         .         .        0.0760    1.7560    1.8290    0.5390    1.6050    2.0800     .         .         .    
  544.0000   44.8100  125.7400   60.3100   53.3600  158.2100   72.6200   64.9900  179.6500  127.9600   -0.5030    1.3060    0.5570   -0.1780    1.3940    0.5660   -0.0030    1.3720    1.1570
  550.0000   38.5700  102.1900   88.2100   47.7700  123.0400  112.4400     .         .         .       -0.7740    1.0010    1.1370   -0.4750    0.9320    1.1130     .         .         .    
  551.0000   57.0900  157.1100  122.2500   72.5300  186.3400  146.6100  100.6100  200.7700  162.7900   -0.0070    1.5750    1.7140    0.8500    1.8300    1.8330    1.8700    1.8340    1.8810
  578.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  606.0000   41.0300  110.1600  103.5800   51.0600  160.1000  128.1800   80.6300  191.0600  155.9800   -0.6560    1.1810    1.3900   -0.2550    1.3960    1.4370    0.6460    1.5650    1.6870
  610.0000   43.7000  125.0200   89.1500   74.9600  137.1900  129.9700   99.2800  192.9000  103.4900   -0.5410    1.2190    1.1710    0.9800    1.1360    1.4030    1.7500    1.6040    0.7930
  618.0000   38.6800  126.0900   57.6900   43.4900  124.9900   76.3800   54.1900   99.9600   99.7000   -0.7700    1.2700    0.4870   -0.6960    0.9840    0.5460   -0.4180    0.5390    0.7410
  620.0000   62.5900  132.1000  105.9900   71.6800  166.2300  149.9800   92.1000  191.2900  131.7300    0.1990    1.3660    1.4390    0.8100    1.4640    1.8080    1.2390    1.5690    1.2190
  627.0000   55.1700   87.9100   65.5100   58.1700  142.5200  106.6300   78.4100  160.8700  133.0400   -0.0920    0.7910    0.7030    0.0840    1.1460    1.0290    0.5460    1.1390    1.2410
  644.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  667.0000   19.4400   55.9300   45.6900     .         .         .         .         .         .       -2.1570    0.0150    0.0800     .         .         .         .         .         .    
  674.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  678.0000   75.6400  181.3100  143.2000   91.3300  191.8200  158.9700  106.8400  202.4500  166.9500    0.7500    2.0690    2.1520    2.0310    1.9980    2.1470    2.7300    1.9050    2.0550
  694.0000   72.9800  147.5600  117.2700   80.6500  166.6500  143.8700     .         .         .        0.5390    1.5930    1.6650    1.2520    1.4680    1.7840     .         .         .    
  713.0000   48.3500  151.4700  144.4500   69.9200  155.8800  156.8100  101.3800  196.8500  168.7500   -0.3750    1.6160    2.1610    0.6540    1.3730    2.0730    1.9460    1.7050    2.1620
  716.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  734.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  740.0000   45.3700  120.2900   73.6600   62.8400  147.2900  115.2300     .         .         .       -0.5000    1.2070    0.8560    0.2920    1.2110    1.1760     .         .         .    
  745.0000   55.1400  125.5300  104.3400   73.0400  166.3900  130.5100   92.2900  168.1000  157.4500   -0.0970    1.2290    1.4190    0.8760    1.5040    1.4250    1.2510    1.2220    1.7240
  750.0000   40.0400  135.0600  113.5100   51.4000  128.7000  142.4400   86.0200  168.3800  137.6200   -0.7810    1.3910    1.5840   -0.2290    1.0150    1.7880    0.9050    1.2250    1.3200
  752.0000   52.8000  126.8100   87.9000   73.5800  154.8500  101.0100   86.8200  179.0400  134.7100   -0.2140    1.3540    1.1310    0.9060    1.3180    0.9910    0.9450    1.3630    1.2690
  755.0000   42.8800  122.8500  101.1700   69.9300  150.1100  134.0300  100.6700  183.9100  153.4200   -0.5920    1.2010    1.3690    0.6970    1.3190    1.5250    1.8760    1.4360    1.6270
  759.0000   65.4200  147.5500  105.4500   78.2900  168.0300  135.8700   99.3200  192.4800  154.0000    0.2900    1.5950    1.4570    1.1460    1.5570    1.6360    1.7530    1.5950    1.6400
  766.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  768.0000   58.3300  105.8000  104.3400   64.4900  126.8500  149.3400   89.5800  176.5500  166.1300    0.0210    1.0510    1.4150    0.4070    0.9910    1.8720    1.0930    1.3290    2.0150
  769.0000   40.9300  112.3600  110.5500   52.1200  132.3300  124.9700     .         .         .       -0.6820    1.1560    1.5310   -0.2300    1.0970    1.3680     .         .         .    
  773.0000   63.7600  163.5500  131.5500   72.3800  180.8000  150.5300   99.7100  201.1000  169.1500    0.2570    1.7220    1.9260    0.8160    1.7000    1.8170    1.7870    1.8470    2.1910
  808.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  819.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  822.0000   49.1300  127.1200  128.1000   64.4300  160.5300  160.7500     .         .         .       -0.3500    1.3940    1.8280    0.4330    1.3990    2.2520     .         .         .    
  827.0000   62.6300  145.9200   81.2100   73.2900  169.2200  129.7300     .         .         .        0.1710    1.5180    1.0120    0.9180    1.5770    1.4770     .         .         .    
  837.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  865.0000   72.5900  126.8100  103.0800   77.5100  167.4600  126.6700  100.1200  188.3900  152.4600    0.4850    1.3770    1.3800    1.0950    1.4830    1.3880    1.8240    1.5130    1.6060
  881.0000   48.6900  152.2400   81.5000   76.5600  163.2800  114.4100   94.5400  186.1900  113.5600   -0.3370    1.6760    1.0190    1.0090    1.4310    1.1710    1.3940    1.4730    0.9350
  895.0000   33.2400  142.9000  109.2900   51.5300  124.6100  130.6100   69.4800  110.5800  142.1800   -1.0840    1.4370    1.4760   -0.2850    0.9680    1.5110    0.1730    0.6510    1.4010
  910.0000   51.5600  162.7600  118.5200   78.5600  174.1600  140.2900  103.9900  206.6900  167.3000   -0.2450    1.7750    1.6530    1.2270    1.6040    1.6320    2.2480    2.1610    2.0740
  927.0000   66.7600  122.2900  101.8400   73.1000  145.5900  136.3300  103.8800  183.3700  165.0100    0.3420    1.2400    1.3450    0.8830    1.2290    1.5690    2.2340    1.4270    1.9650
  939.0000   55.7700  164.6400  124.6100   72.3100  184.7800  142.8200   92.4200  200.1200  161.2500   -0.1090    1.7910    1.7600    0.8330    1.7800    1.6870    1.2580    1.8100    1.8310
  941.0000   56.3900  125.1000  106.4100   76.7600  142.9900  140.3800     .         .         .       -0.0820    1.3040    1.4520    1.1110    1.1350    1.6490     .         .         .    
  948.0000   26.5900  101.2400   63.5400   42.5100  128.8600   85.2600   75.4600  158.5100  140.6800   -1.4610    0.9910    0.6440   -0.7390    1.0540    0.7950    0.4180    1.1140    1.3740
  960.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  968.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  971.0000   27.6400   85.4200   74.8200   38.5500  103.5400  104.3500   83.4300  130.3500  110.0100   -1.3790    0.7400    0.8830   -0.9540    0.7400    0.9800    0.7770    0.8400    0.8840
  975.0000   48.5500  109.5800   82.0300   67.9400  139.2800  122.1300   79.7900  182.6000  147.7900   -0.3550    1.1370    1.0260    0.5490    1.1160    1.3400    0.6070    1.4150    1.5090
  976.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  985.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
  990.0000   55.2100  127.2100  111.0800     .         .         .         .         .         .       -0.0920    1.3640    1.5340     .         .         .         .         .         .    
  995.0000   45.7700  150.9800  136.3100   56.4100  147.9100  148.4300   95.7800  194.1600  165.0200   -0.4710    1.6370    2.0100   -0.0400    1.2250    1.8740    1.4780    1.6340    1.9660
  997.0000   34.8400  104.5100   77.4300   45.4700  144.4200  112.6300   77.6700  143.7100  121.3600   -0.9790    0.9910    0.9660   -0.5800    1.1580    1.1210    0.5140    0.9660    1.0530
 1014.0000   38.9800  124.7300   99.4300   52.8200  147.3200  139.9500   79.5100  183.6300  154.3600   -0.7670    1.2440    1.3080   -0.1770    1.2770    1.6140    0.5950    1.4310    1.6490
 1018.0000   31.0500   83.5000   57.8300   38.5400  124.6300   86.2300   40.4400  140.2900  106.4800   -1.1600    0.7170    0.4820   -0.9760    0.9700    0.7360   -0.9820    0.9330    0.8340
 1052.0000   38.5500  105.6300   88.1300   56.5700  153.0800  129.0600     .         .         .       -0.7850    1.0350    1.1330    0.0270    1.3000    1.3710     .         .         .    
 1054.0000   42.0900  106.2500   63.5800   45.2400  129.2400   80.2200   72.3300  148.1900  119.4500   -0.6480    1.1380    0.6450   -0.6090    1.0580    0.7280    0.2880    1.0090    1.0230
 1055.0000   59.7400  162.2600  114.5400   69.2500  175.2300  141.2800   89.9700  202.1300  158.9000    0.0460    1.7150    1.5820    0.6700    1.6600    1.6590    1.1150    1.8900    1.7620
 1082.0000   29.1200   91.2200   58.7700   47.0100  125.9900  100.5800   57.8900   98.8600  103.2300   -1.2760    0.8410    0.5140   -0.4990    0.9990    0.9610   -0.2750    0.5260    0.7900
 1084.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1114.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1119.0000   32.0900  123.0400   93.3300   31.1200  146.8000  104.9600   49.3500  160.6700  112.2900   -1.1210    1.2200    1.2330   -1.4540    1.1990    1.0040   -0.6080    1.1370    0.9170
 1135.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1147.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1150.0000   54.3600  115.6600  112.7600   62.3700  144.7600  146.1100   96.6500  184.2200  159.2800   -0.1280    1.1800    1.5570    0.2510    1.1750    1.8260    1.5400    1.4410    1.7730
 1165.0000   70.0900  170.0800  130.5300   88.1000  185.2300  159.1100  100.2100  198.8100  158.8100    0.5060    1.8020    1.9060    1.8640    1.8590    2.1360    1.8330    1.7650    1.7600
 1167.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1171.0000   45.2000  153.8000  108.5300   60.4800  177.4000  138.8900   78.7700  150.8100  155.7200   -0.5080    1.5360    1.4800    0.1640    1.6220    1.5950    0.5620    1.0350    1.6810
 1175.0000   75.1900  165.6600  130.0700   81.5200  165.8500  148.1200  103.9600  203.7900  153.4200    0.6640    1.8070    1.8930    1.2810    1.4810    1.8780    2.2440    1.9710    1.6270
 1181.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1188.0000   69.9100  147.0300   89.5800     .         .         .         .         .         .        0.4770    1.5470    1.1730     .         .         .         .         .         .    
 1198.0000   80.3900  162.8300  151.2800   91.0100  181.7300  156.9100  105.8600  205.9100  165.3600    0.9210    1.7280    2.3710    1.9380    1.7050    2.1470    2.5360    2.1000    1.9800
 1209.0000   74.3000  148.6600  147.9100   82.5500  176.9300  157.9800  104.4700  197.3400  168.8500    0.6740    1.5950    2.2640    1.4400    1.6740    2.1090    2.3140    1.7190    2.1700
 1255.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1267.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1271.0000   60.8900  145.6000   81.8400     .         .         .         .         .         .        0.0990    1.4490    1.0240     .         .         .         .         .         .    
 1276.0000   65.0900  166.0800  144.3900   72.4200  179.5800  145.9600   96.8600  204.0500  162.5700    0.2870    1.8500    2.1970    0.8180    1.6310    1.8330    1.5570    1.9850    1.8740
 1284.0000   45.4100  103.4500   68.9500   40.2600  128.4800   91.1200   78.1600  161.0300  136.0100   -0.5210    0.9750    0.7730   -0.9030    1.0150    0.8410    0.5350    1.1410    1.2920
 1287.0000   73.5600  170.6500  141.0300   91.9200  181.3700  153.1100  106.1600  203.4500  167.0400    0.6030    1.8940    2.0280    2.0580    1.7470    2.0620    2.5910    1.9530    2.0600
 1312.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1318.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1321.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1327.0000   48.9300  127.9500  107.8900   64.0400  168.0700  129.4200   87.4000  185.9600  157.9700   -0.3500    1.2770    1.4910    0.3280    1.5550    1.4690    0.9750    1.4690    1.7370
 1329.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1330.0000   56.0600  112.9800  103.8800   73.3700  148.0200  119.1500   92.6300  162.2600  134.8300   -0.0620    1.1600    1.4180    0.8440    1.2580    1.2840    1.2710    1.1550    1.2710
 1335.0000   48.3600  147.4800  103.7200   71.1700  176.6800  140.2800   86.3600  171.0600  150.7700   -0.3980    1.5990    1.3980    0.7910    1.6240    1.6350    0.9210    1.2580    1.5690
 1344.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1354.0000   56.9400  149.9900  123.2700   84.5000  187.3700  154.3200   95.2700  194.8300  160.4600   -0.0240    1.6300    1.7740    1.5150    1.8810    2.0100    1.4430    1.6510    1.8070
 1362.0000   62.8400  135.0800  118.1200   73.2700  166.0300  138.5900   92.9500  183.5900  160.5200    0.2150    1.4300    1.6190    0.8570    1.4930    1.6030    1.2910    1.4310    1.8090
 1398.0000   40.0700  123.7500   80.1700   52.2900  137.2300  107.4100   81.5600  164.9400  123.7200   -0.7080    1.2170    1.0050   -0.2050    1.1220    1.0460    0.6890    1.1850    1.0890
 1399.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1418.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1432.0000   73.3000  166.4900  131.3000   86.5500  182.6400  160.9700   97.3900  181.4100  169.9400    0.6640    1.8520    1.9000    1.6350    1.8450    2.2610    1.5960    1.3970    2.2550
 1433.0000   45.9200  108.7600   69.7100   65.9800  133.4200  103.5500   79.6900  171.9100  136.9200   -0.5010    1.1730    0.7840    0.4630    1.0630    1.0540    0.6030    1.2680    1.3070
 1437.0000   46.7900  124.2400   83.0000   65.5500  148.2800  107.0200   97.0900  178.3200  141.5300   -0.4200    1.2050    1.0490    0.4310    1.2760    1.1590    1.5740    1.3530    1.3890
 1440.0000   64.8200  159.0900  131.7700   75.9800  182.9900  165.2200  100.1100  198.2700  169.2100    0.3290    1.6960    1.9160    1.0100    1.7580    2.3370    1.8240    1.7470    2.1960
 1465.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1468.0000   42.6500  116.4100   69.1100   64.3600  142.9400  100.1700   58.2500  156.3000  117.7500   -0.6120    1.1770    0.7740    0.3660    1.1740    0.9800   -0.2620    1.0910    0.9970
 1482.0000   42.2000  146.9000   76.0500   54.8500  165.7500  101.6500   82.8300  198.1200  136.2000   -0.6830    1.5740    0.9310   -0.0650    1.4420    1.0030    0.7480    1.7430    1.2950
 1486.0000   66.2700  160.0600  113.9700   67.8000  167.7000  133.0300   72.1600  194.0800  148.5500    0.3550    1.7450    1.5500    0.5730    1.5200    1.4870    0.2810    1.6320    1.5240
 1499.0000   39.7300  107.8200   58.8600     .         .         .       72.7300  163.6400  128.6500   -0.7420    1.0980    0.5170     .         .         .        0.3050    1.1700    1.1680
 1512.0000   47.0300  106.4800  106.8200   28.9100  125.3800   83.5500   72.3200  128.6000  117.1100   -0.4480    1.0670    1.4760   -1.6200    0.9880    0.6810    0.2880    0.8240    0.9880
 1515.0000   22.1000   89.7400   74.6000   29.7600  108.2900   86.4500   51.5500   95.6600   87.4300   -1.8110    0.8160    0.8740   -1.5590    0.8130    0.7300   -0.5200    0.4890    0.5740
 1520.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1533.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1538.0000   77.7000  147.4200  145.2300   85.5300  183.3100  165.8100  106.6900  204.4800  164.4400    0.8190    1.4870    2.2090    1.5050    1.8210    2.3750    2.6980    2.0090    1.9420
 1562.0000   26.0800   73.4600   56.3400   24.2200  125.9300   81.5900   68.1000  116.0500  115.0000   -1.4960    0.5440    0.4490   -2.0690    0.9450    0.6490    0.1180    0.7050    0.9570
 1584.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1589.0000   22.1800  101.4200   72.8300   32.3300  124.5200   93.5500     .         .         .       -1.8150    0.9550    0.8370   -1.3750    0.9660    0.8920     .         .         .    
 1592.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1600.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1607.0000   49.2300  153.7600  101.3900   50.1900  167.4200  108.3700     .         .         .       -0.3420    1.6400    1.3390   -0.2840    1.5350    1.1760     .         .         .    
 1623.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1624.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1630.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1633.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1635.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1644.0000   27.6000  105.7000   64.3200     .         .         .         .         .         .       -1.3830    1.0360    0.6670     .         .         .         .         .         .    
 1651.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1652.0000   24.2900   90.8900   52.5700     .         .         .         .         .         .       -1.6420    0.8980    0.3250     .         .         .         .         .         .    
 1698.0000   27.4500   63.9200   56.0500     .         .         .         .         .         .       -1.4000    0.2380    0.4390     .         .         .         .         .         .    
 1704.0000   23.4500   86.3400   56.7100     .         .         .         .         .         .       -1.7130    0.7580    0.4660     .         .         .         .         .         .    
 1710.0000   34.0500  105.7100   81.0600   43.6300  145.0100  118.2000   75.5500  135.2700  124.3000   -0.9870    1.0350    1.0170   -0.6690    1.1780    1.2420    0.4220    0.8860    1.0990
 1718.0000   56.0900  108.8700  102.1600   63.6000  139.2100  110.3000   62.5400  183.8300  127.8300   -0.0520    1.0970    1.3570    0.3270    1.1160    1.1830   -0.0970    1.4350    1.1550
 1728.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1731.0000   62.2600  146.3000  114.0300   87.6800  163.7700  153.3600  102.7300  197.1100  168.1400    0.1870    1.4450    1.5580    1.6750    1.4290    1.9670    2.0920    1.7120    2.1230
 1737.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1747.0000   34.8100  129.1500   97.0600   67.0900  163.8100  130.9400   73.4100  151.7400  120.2900   -0.9840    1.3570    1.2860    0.5540    1.4060    1.5190    0.3330    1.0440    1.0360
 1760.0000   42.9100  125.1800  104.9700     .         .         .         .         .         .       -0.5810    1.2180    1.4260     .         .         .         .         .         .    
 1763.0000   53.7300  149.1000  109.4400   71.4600  158.0600  143.9200   96.7900  183.7000  160.3600   -0.1230    1.4880    1.5140    0.7390    1.3820    1.8440    1.5510    1.4320    1.8040
 1766.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1817.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1819.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1821.0000   54.4600  123.2700   93.5900   72.1100  147.4700  109.9300     .         .         .       -0.1270    1.2290    1.2410    0.7800    1.2290    1.0840     .         .         .    
 1831.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1836.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1837.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1843.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1845.0000   58.5600  130.3500  102.6900   65.4300  152.2600  140.9200   82.4100  199.4100  149.5700    0.0090    1.3800    1.3640    0.4740    1.2960    1.6520    0.7280    1.7850    1.5450
 1870.0000   20.6000   61.1600   65.6500     .         .         .         .         .         .       -1.9860    0.1780    0.7070     .         .         .         .         .         .    
 1899.0000     .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .         .    
 1914.0000   51.9600  135.4200  123.6900   68.5700  166.5600  151.1200   99.1900  190.5300  153.0800   -0.2490    1.3950    1.7370    0.6250    1.5080    1.9630    1.7420    1.5540    1.6200
