24.95 17.4 19.852 2.17 . . . 3.17
33.88 33.25 20.662 2.17 . . . 3.33
34.41 28.63 23.808 3.33 35.41 30.41 28.668 3.17
24.5 17.99 22.33 2.5 32.6 32.57 20.831 2.5
24.96 17.85 19.559 3.67 29.12 28.03 31.034 3.83
24.02 20.42 16.603 2 32.22 22.7 20.387 2
24.02 12.72 7.847 2 25.88 15.21 9.922 2
24.39 18.03 19.833 3 32.98 28.59 29.134 3.33
24.06 17.8 10.539 2.5 32.22 20.65 14.56 2.83
41.12 22.33 12.682 3.83 46.02 30.47 19.772 3.5
32.1 19.97 24.084 3.83 38.05 29.45 31.733 3.83
45.72 40.7 32.371 3.83 50.34 46.57 33.103 3.83
30.73 16.5 14.019 3.17 34.09 19.67 14.477 2.5
26.45 18.57 11.884 3.17 35.26 23.19 20.922 .
31.65 18.22 21.428 2.83 38.55 25.81 24.03 3
41.33 32.34 19.135 3 47.5 38.25 25.378 2.83
32.05 22.93 22.168 3.17 39.52 29.79 27.399 .
35.52 22.84 23.684 3.67 38.95 27.43 29.349 3.17
26.72 24.52 27.272 3.33 33.98 30.73 29.393 3
. . . 3.17 37.46 28.34 18.846 2.83
30.63 21.62 28.241 3 44.75 35.68 29.924 3.17
36.16 39.66 19.835 3.67 56.13 38.68 27.13 3.17
27.6 19.85 22.741 3 37.14 26.89 27.184 3.33
33.02 22.3 20.52 3.17 37.33 28.24 26.271 2.67
29.2 22.35 27.015 2.83 37.84 35.92 29.016 3.17
. . . 2.67 24.44 11.57 11.387 2.33
32.89 26.03 25.734 3 40.04 33.68 22.913 3
32.58 24.02 20.697 3 48.07 32.75 23.689 3.33
38.09 28.25 26.712 2.83 45.58 32.68 32.971 2.83
. . . 2.5 48.13 38.97 16.947 3
29.09 29.95 22.728 3 41.79 39.69 27.362 3.33
32.93 22.47 24.456 3 36.86 27.9 25.928 2.67
33.21 24.19 23.802 3.17 44.16 28.01 24.953 3.5
33.93 25.04 28.762 3.83 40.76 33.08 31.528 3.67
26.01 18.69 11.046 2.33 28.53 20.97 17.092 2.5
33.41 24.67 26.851 2.83 48.25 31.57 28.133 3
25.32 19.36 22.947 4 38.4 28.09 26.28 3.17
28.75 18.45 11.069 . 31.12 21.04 14.791 .
31.96 26.49 29.071 4 41.53 28.93 30.378 .
34.24 25.84 19.467 2.83 43.86 31.41 28.609 .
35.24 22.22 14.195 2.67 36.12 24.24 12.065 3.17
33.54 26.56 21.756 3.33 48.6 37.21 29.902 .
27.73 17.51 21.445 3.17 41.19 28.75 26.416 2.33
24.24 16.48 23.099 3.33 39.79 18.94 26.666 3.17
35.34 28.66 38.912 3.33 . . . 2.83
23.55 16.13 15.156 3.67 33.54 19.98 22.62 3.33
27.88 15.77 24.763 3.5 48 37.76 30.45 3.33
32.25 20.98 27.992 3.5 47.73 25.79 33.391 3.33
32.75 21.98 18.49 3.67 39.82 26.1 20.016 3.17
24.8 15.4 20.299 3.67 45.91 29.39 26.623 4
34.24 29.02 25.411 2.83 51.15 35.22 27.663 2.5
30.69 20.65 17.916 2.83 41.57 32.51 24.483 3.33
31.33 20.68 21.485 3.17 45.47 21.42 27.61 2.5
37.24 32.41 34.018 3 51.07 35.63 36.157 3.5
32.2 27.76 28.889 . . . . .
34.28 26.36 18.271 3.67 46.66 38.69 27.366 4
29.24 28 29.977 3.33 46.67 40.19 33.632 3.17
38.75 31.67 29.374 . . . . .
24.92 19.26 28.032 3 36.07 29.29 29.926 3.33
26.74 11.78 18.991 . . . . .
36.18 28.39 30.615 3.67 51.57 42.39 30.061 3.17
28.62 17.59 18.425 2.83 . . . 2.83
37.27 27.99 24.423 4 49.09 42.05 31.164 4
28.06 15.64 19.326 2.67 33.73 14.8 30.455 2.67
28.55 19.77 22.946 3 38.52 27.43 27.551 3
28.33 20.33 21.987 3.5 31.9 24.07 27.675 2.67
30.75 23.29 22.403 3.67 31.74 24.36 24.558 3.83
27.31 18.61 22.79 3 37.73 24.67 26.43 3
31.03 28.61 23.349 2.83 46.02 36.53 23.917 3
32.06 33.02 30.303 2.67 51.6 41.58 32.843 3
33.36 25.35 26.735 2.5 47.77 32.48 29.921 .
25.71 17.73 7.914 3.83 41.04 23.23 14.983 3
33.77 31.74 27.094 3.17 44.61 45.16 30.272 3.83
39.39 28.73 27.405 3 55.12 45.26 31.725 2.83
39.84 26.32 24.224 3.17 53.53 42.46 30.733 3.67
34.43 31.5 28.921 2.67 50.1 39.86 38.052 2.83
51.6 30.39 18.804 2.83 107.99 38.94 22.532 3.5
32.17 22.81 15.748 2.67 40.88 29.97 18.745 2.67
28.94 22.07 25.928 4 45.39 35.47 31.245 4
37.57 28.57 17.006 3.67 47.45 43.73 22.782 3.5
28.89 31.42 21.209 . 40.46 33.34 29.672 .
. . . 2.17 26.54 18.33 10.322 3.33
22.44 12.99 12.685 . . . . .
32.31 21.61 15.549 3.5 37.12 25.96 19.743 3.5
. . . . 54.11 48.91 40.495 3.5
. . . . 58.6 56.23 41.755 3.67
. . . . 66.17 44.57 40.619 .
. . . . 50.57 40.59 37.198 3.67
. . . . 83.65 66.15 43.108 3.5
. . . . 46.36 41.66 34.233 3.5
. . . . 90.09 54.87 36.286 2.83
. . . . 48.71 37.56 36.662 3.83
. . . . 51.93 41.13 33.828 2.33
. . . . 45.85 43.66 32.021 .
. . . . 55.34 29.72 38.228 3
. . . . 48.2 43.23 35.735 3.67
. . . . 50.83 34.75 37.746 2.17
. . . . 61.42 51.57 38.457 3.17
. . . . 49.24 31.27 20.976 3.83
. . . . 93 43.33 30.42 3.67
. . . . 52.01 55.47 41.991 .
. . . . 45.25 20.22 36.961 .
32.58 34.27 20.78 2.5 62.23 45.69 29.608 2.5
23.35 19.63 17.136 3.67 50.99 30.21 15.24 .
39.88 31.7 24.124 2.67 60.38 45.55 29.542 2.67
34.02 29.14 33.501 3.33 . . . 2.83
41.63 25.64 22.402 2.5 63.27 46.12 25.716 2.5
23.62 11.48 7.985 2 38.52 . 9.167 2.33
27.4 12.56 14.709 3 41.95 21.61 16.742 3.33
27.84 20.8 12.386 3.17 35.24 28.69 22.735 3
26.9 20.3 17.2 2.67 49.42 23.99 19.616 .
32.31 19.6 21.063 3 37.15 27.47 26.784 3.17
30.52 19.26 27.278 3 . . . .
37.34 27.47 29.193 4 62.43 35.84 28.997 4
45.32 26.76 21.984 3 50.41 47.59 23.969 3.33
36.37 35.99 29.074 3.67 61.28 41.79 34.232 2.83
26.66 13.54 15.748 . 34.74 21.24 16.132 3.67
30.9 19.08 15.846 2.67 45.85 36.52 25.124 2.83
31.31 22.03 18.091 . . . . 3.17
34.69 22.84 14.677 3.5 48.8 31.13 34.119 3.67
34.37 21.26 30.671 2.67 49.09 29.82 32.556 2.67
24.84 18.09 15.299 3.83 50.63 28.48 22.768 3.83
43.38 25.53 17.973 3.5 50.72 40.6 19.794 3.33
22.24 13.59 10.137 3.17 40.17 19.38 12.026 3.67
31.42 19.32 26.036 3.17 27.88 22.99 28.131 2.83
27.3 17.3 23.089 4 30.89 30.42 27.939 3.5
37.77 31.04 26.883 3.17 51.26 40.33 27.483 3.5
30.62 31.14 29.291 4 39.83 48.47 34.059 .
56.79 44.31 42.468 3 111.92 74.5 44.917 2.67
35.59 25.06 28.886 3.5 40.31 35.91 29.649 3.33
32.59 20.41 12.165 2.83 37.76 30.22 15.685 3
47.45 29.58 40.001 3.33 48.17 45.21 40.704 3.33
35.25 44.77 33.236 3.17 53.06 48.43 39.952 2.67
36.84 32.84 28.42 2.83 38.1 36.59 37.335 2.5
43.97 33.38 40.325 3.17 50.52 38.44 43.444 3.17
34.01 22.93 22.957 3.67 38.04 29.55 29.453 4
30.4 19.39 20.804 2.83 30.55 24.36 23.915 2.5
30.96 22.67 28.079 2.83 46.06 33.55 29.214 3.33
40.5 25.55 24.836 3 43.12 36.53 28.762 2.67
34.4 21.34 24.866 2.5 47.4 32.42 25.676 3.17
49.97 41.16 24.129 3.67 64.78 53.48 30.621 4
32.28 24.84 16.377 2.67 46.96 38.88 21.576 3
36.13 26.83 28.731 3 56.12 36.83 37.106 3.17
57.5 52.82 40.95 3.83 84.71 65.3 39.54 .
45.39 30.27 32.786 2.67 54.24 37.68 37.898 3.17
28.87 33.97 31.641 2.67 50.26 42.66 38.075 2.5
32.41 19.8 22.756 2.17 46.25 40.82 27.341 2.5
34.17 28.08 26.206 2.5 47.9 40.09 30.193 3.33
46.37 32.18 21.674 3.5 69.55 42.73 20.826 3.33
31.51 25.98 23.619 3.33 47.57 31.8 30.657 2.5
54.1 42.62 29.716 3.33 95.84 49.75 31.124 3.33
33.51 29.43 25.979 3.33 55.67 51.97 36.905 2.5
46.28 31.02 34.764 3.67 53.17 42.93 40.423 3.33
34.33 19.15 20.405 . 33.61 25.25 22.917 .
28.62 23.26 18.708 3.5 34.15 23.25 19.202 3.17
22.68 21.59 21.059 3 33.81 27.1 23.487 3
46.56 39.05 38.405 3.83 48.57 47.27 36.245 3.17
35.37 29.98 36.817 3.17 51.08 46.74 43.992 2.83
31.5 20.2 27.896 3 31.95 29.21 30.251 2.5
27.36 20.39 30.733 3.33 36.06 26.58 37.524 2.33
28.09 24.61 24.941 2.67 39.94 31.46 29.823 2.17
49.11 56.43 39.263 3.5 51.94 75.51 42.362 4
29.23 22.84 24.609 2.17 49.45 33.03 24.017 2.33
32.66 28.95 34.762 2.67 37.45 32.55 38.613 3.33
26.97 20.2 29.024 2.83 41.16 29.5 34.919 2.5
29.01 20.14 16.74 3.5 29.17 23.3 26.363 .
36.81 25.69 . . . . . .
28.72 32.66 24.392 3.67 35.99 36.31 27.932 .
104.33 48.59 38.911 3.83 151.62 71.87 42.432 3.67
27.87 20.4 26.254 2.5 32.41 34.54 22.575 2.67
25.03 14.78 17.359 4 28.69 18.85 21.49 2.67
24.95 12.56 14.714 . 25.57 19.38 18.656 .
28.46 14.44 17.837 3.17 26.33 24.12 27.968 3.17
46.28 28.55 34.78 3.67 58.86 43.65 43.749 3.5
85.2 37.88 22.828 3.17 102.93 45.03 32.013 3.83
38.9 30.22 31.951 3.83 . . . 3.67
26.61 21.57 22.296 2.67 39.31 29.58 20.067 2.33
34.65 19.99 22.813 3.33 42.56 36.21 29.497 3.17
47.15 45.41 27.328 3.67 58.82 54.49 31.336 3.5
39.84 35.77 35.643 2.5 50.5 43.08 38.936 4
34.78 22.34 20.038 3.33 43.81 26.84 23.321 2.67
31.24 20.55 22.005 2.83 42.37 31.07 34.277 3.5
27.14 14.01 20.466 2.17 36.57 24.11 22.053 2.83
31.59 29.4 24.283 2.67 44.49 49.11 33.459 2.17
31.3 21.83 25.698 3.17 45.87 32.11 28.341 3.5
38.49 25.66 29.896 2.83 . . . .
36.72 28.62 30.571 3.5 44.49 44.33 35.988 3.5
34.72 22.89 28.313 2.67 . . . 4
31.63 20.17 22.644 3 37.67 25.18 25.031 .
30.12 20.84 32.772 3.67 45.78 39.43 38 3.5
32.89 24.66 21.977 2.67 37.55 30.51 31.571 3
39.31 20.78 19.144 3.17 33.73 23.54 20.548 3.17
34.43 27.47 18.614 2.5 41.69 50.98 28.79 3.67
24.24 15.41 23.269 3.33 31.53 22.43 26.128 3.67
37.11 23.86 20.106 3.33 38.9 29.22 25.4 3
43.26 28.67 21.197 2.33 58.01 32.61 26.095 3
27.92 21.96 20.099 3.83 49.6 36.37 36.374 4
34.32 18.73 18.309 2.5 41.54 25.83 22.372 2.83
43.19 36.16 35.153 3.67 54.14 52.29 35.286 3.5
31.44 25.78 24.301 3.17 35.06 31.21 30.5 3.17
32.08 16.05 9.995 3 . . . 2.17
27.53 21.62 15.014 1.67 35.52 31.11 23.953 2
31.96 24.64 23.062 3.33 33.08 27.35 25.901 3.83
31.84 21.12 25.453 3.67 39.43 31.77 30.545 2.83
43.87 29.62 26.304 3.83 46.66 49.6 26.603 3.67
25.14 25.7 21.738 2.83 27.97 30.53 29.305 3.17
40.15 43.3 36.361 3.33 42.11 53.41 41.298 3.5
30.14 21.92 28.795 3.83 37.46 44.86 28.756 4
38.53 33.85 34.663 3 44.25 46.31 30.517 3.67
23.78 19.71 21.323 2.83 33.03 33.4 23.596 2.33
30.1 24.43 33.48 3.17 44.94 31.71 38.899 3.33
47.79 38.4 33.102 3.5 52.1 44.99 38.42 2.67
31.73 28.7 28.123 3 44.34 42.29 32.75 3.67
29.7 15.23 33.364 2.83 39.52 26.86 37.615 2.33
29.69 22.45 28.3 2.67 35.91 31.3 32.103 3.17
35.34 27.93 33.577 3.67 46.16 45 41.219 3.67
38.64 32.42 16.185 3 51.7 60.24 26.625 3.33
26.79 19.72 18.595 3.17 33.4 27.69 23.663 3
27.06 19.3 31.087 2.33 38.83 28.73 38.67 3.83
42.44 32.18 16.37 3.5 66.39 60.76 27.269 3.17
26.57 25.65 15.378 2 42.86 44.74 21.065 2.5
25.1 19.41 10.066 3.25 46.02 39.88 12.197 .
27.12 17.82 10.757 3.75 40.87 26.55 14.766 .
27.9 21.25 11.782 3 43.84 32.45 20.975 .
32.07 14.36 19.989 3.33 35.31 21.55 31.21 3.17
30.76 19.84 20.654 2.33 44.63 49.5 20.644 3.17
43.02 34.22 31.8 3.67 52.17 44.8 26.015 3.17
32.34 20 22.466 2.83 41.96 31.88 19.841 2.5
27.24 15.62 18.132 2.5 35.5 28.85 18.836 2.83
29.58 19.33 24.955 2.83 43.06 21.49 25.215 2.83
26.18 17.17 20.68 3.5 41.02 28.1 28.392 2.83
25.81 24.26 14.616 3.33 47.95 43.02 21.643 3.67
. . . 3.33 41.09 26.52 24.088 3
32.72 19.33 15.889 2.83 43.71 27.66 20.715 3.17
33.99 22.32 14.379 3 49.29 38.65 23.447 2.83
25.05 16.18 8.605 2.67 42.66 23.16 20.326 2.67
26.14 25.11 18.112 3.67 36.01 25.02 15.748 2.67
46.13 30.16 25.176 3.33 56.19 32.58 28.407 3.33
34.6 29.51 19.614 3.33 54.48 44.1 29.919 .
29.5 19.26 14.787 3.67 43.84 31.65 22.237 4
25.32 19.54 14.549 3 38.6 35.19 17.919 2.5
44.29 30.03 32.118 3.5 50.84 36.83 32.943 3.67
29.51 20.16 13.006 2.67 43.98 26.83 15.937 3.67
41.29 26.05 28.504 . 51.24 45.84 32.432 .
27.32 14.54 8.225 2.67 24.1 11.9 10.122 2.67
. . . 2.17 24.01 12.07 11.304 2.67
22.53 11.08 8.838 2.83 22.98 11.62 8.472 3.17
35.86 22.4 13.461 . 35.74 27.23 20.586 3.33
. 13.66 . . . 11.63 . 2
. 13.93 . . . 15.28 . .
23.93 18.88 10.748 3.5 26.17 20.31 17.398 3
26.86 18.81 15.475 . . . . .
