45201 0 0 3 64 51 51 100 3 2 3 2 0 0 6 4 145 . 1 3
45903 0 0 2 65 54 47 70 2 0 3 1 0 1 3 2 109 . 1 1
45903 0 0 2 66 68 82 120 3 0 5 2 0 2 6 3 132 . 1 4
46201 0 0 0 51 48 53 60 0 1 2 2 1 0 3 2 109 . 1 0
46201 0 0 0 66 64 75 0 0 0 0 0 0 0 5 3 134 . 1 0
46201 0 0 0 79 73 81 0 0 0 0 0 0 0 7 4 157 . 1 0
47201 0 0 3 58 48 47 60 1 0 1 2 1 1 2 2 100 . 1 0
47201 0 0 3 63 56 62 20 0 1 0 1 0 0 4 3 123 . 1 0
47402 0 0 2 45 43 39 150 5 0 3 4 1 2 4 2 112 . 0 2
47402 0 0 2 54 52 59 220 5 5 5 5 3 2 6 3 157 . 1 6
47601 1 1 1 32 38 48 80 1 1 4 1 1 0 2 2 92 0 1 3
47601 1 1 1 48 49 60 50 1 1 1 0 2 0 4 3 115 0 1 1
47601 1 1 1 58 49 72 40 0 1 3 0 0 0 8 4 164 1 1 2
48502 0 0 0 29 28 36 20 0 1 1 0 0 0 2 2 100 . 1 1
48502 0 0 0 58 47 64 0 0 0 0 0 0 0 6 3 149 . 1 0
49501 0 0 3 35 35 47 130 3 2 4 2 1 1 2 2 97 . 1 3
49501 0 0 3 50 43 55 100 2 1 3 0 1 3 4 3 120 . 1 2
53601 1 0 2 38 41 39 210 4 5 5 3 3 1 3 2 105 0 0 4
53601 1 0 2 45 45 57 230 5 5 5 5 4 3 6 3 149 1 1 5
55201 0 0 3 65 49 59 100 0 1 4 2 1 2 5 3 136 . 1 2
55201 0 0 3 69 56 55 120 1 2 4 3 0 2 7 4 160 . 1 3
55801 1 0 1 43 32 44 30 0 0 1 1 1 0 4 2 111 0 1 1
55801 1 0 1 52 52 70 60 0 1 3 1 0 1 6 3 135 0 1 3
55801 1 0 1 63 67 67 50 0 1 3 1 1 0 7 4 159 1 1 2
56301 1 0 3 24 40 39 14 0 3 5 3 3 0 3 2 104 0 0 2
56301 1 0 3 45 50 47 6 0 0 2 0 4 0 5 3 129 0 0 1
56301 1 0 3 55 51 58 70 0 2 2 1 2 0 7 4 152 0 0 2
56302 1 0 2 37 33 37 3 0 0 1 0 2 0 3 2 103 0 0 1
56302 1 0 2 46 48 47 50 0 0 3 1 1 0 5 3 127 0 0 2
57604 0 0 4 41 46 52 120 3 2 4 2 1 0 2 2 97 . 1 3
57604 0 0 4 67 63 61 130 3 1 4 4 1 0 4 3 120 . 1 4
58503 1 0 1 25 27 32 170 3 3 3 3 3 2 3 3 115 0 0 3
58503 1 0 1 50 45 46 170 5 3 4 3 3 2 6 4 160 1 1 3
62102 0 0 2 47 32 31 180 5 3 3 5 1 1 3 2 104 . 1 3
62102 0 0 2 70 31 58 120 4 1 3 4 0 0 6 3 153 . 1 2
62103 1 1 2 14 21 23 40 1 0 1 1 0 1 2 2 98 0 1 1
62103 1 1 2 32 22 38 100 1 2 4 2 1 0 3 3 121 0 1 4
62103 1 1 2 45 27 42 120 3 1 4 3 1 1 5 4 145 1 1 4
62202 0 0 2 60 41 63 50 0 0 1 2 2 0 3 2 114 . 1 1
62202 0 0 2 66 55 79 90 1 1 2 2 2 1 5 3 136 . 1 0
62703 0 0 2 32 37 45 110 3 1 3 1 3 0 2 2 100 . 1 3
62703 0 0 2 64 62 61 110 2 2 5 2 2 0 6 3 149 . 1 4
64002 0 0 3 43 44 31 100 0 1 3 3 3 0 2 2 104 . 1 2
64002 0 0 3 51 50 58 70 2 0 4 1 1 0 6 3 154 . 1 4
65601 1 0 0 55 49 58 . . . . . 1 . 3 2 104 0 1 0
65601 1 0 0 62 58 65 30 0 1 1 0 1 0 6 3 128 0 1 0
65701 1 0 0 55 54 54 60 0 4 1 1 0 0 4 2 113 0 1 0
65701 1 0 0 71 67 57 0 0 0 0 0 0 0 6 3 142 0 0 0
66002 0 0 1 40 28 34 10 0 0 0 1 0 0 2 2 100 . 1 0
66002 0 0 1 66 41 46 40 1 1 1 1 0 0 6 3 149 . 1 1
70801 0 1 1 44 36 . 20 4 1 5 5 3 2 4 2 127 . 0 3
70801 0 1 1 52 41 40 80 1 3 2 2 0 0 6 3 150 . 0 1
73602 0 0 1 42 41 40 30 0 1 1 1 0 0 2 2 103 . 1 0
73602 0 0 1 51 49 52 10 0 0 1 0 0 0 4 3 127 . 1 1
74602 0 0 4 39 34 26 140 3 2 4 1 3 1 2 2 94 . 1 3
74602 0 0 4 53 48 42 160 3 4 4 2 1 2 5 3 122 . 0 3
75603 1 0 2 20 24 26 90 3 0 1 1 2 2 2 2 93 0 1 2
75603 1 0 2 34 23 36 130 3 2 1 3 2 2 5 3 120 0 0 2
76402 0 0 2 51 45 60 100 3 1 4 1 1 0 4 2 122 . 1 3
76402 0 0 2 45 64 68 50 2 2 1 0 1 0 6 3 146 . 1 2
76403 0 0 1 44 48 50 180 5 4 2 2 2 3 3 2 110 . 1 2
76403 0 0 1 58 51 59 160 6 2 2 4 2 0 5 3 134 . 1 3
80102 1 0 3 36 38 38 20 1 0 0 1 0 0 3 2 98 0 0 0
80102 1 0 3 55 41 59 100 2 2 3 2 1 0 5 3 122 0 0 3
80102 1 0 3 65 67 67 50 0 1 2 2 0 0 8 4 166 . 1 1
82901 1 0 4 41 53 69 180 5 2 5 4 1 1 3 2 122 0 1 4
82901 1 0 4 46 50 58 130 3 2 4 2 1 2 6 3 150 1 0 4
83001 1 0 0 39 41 40 10 1 2 2 3 2 0 3 2 106 0 0 1
83001 1 0 0 48 57 57 90 2 1 2 3 1 0 6 3 150 0 1 0
83101 1 0 3 26 27 29 270 5 5 5 5 4 3 2 2 96 0 1 6
83101 1 0 3 38 38 40 250 5 5 5 4 3 3 4 3 120 0 1 4
83101 1 0 3 43 44 45 240 3 5 5 5 3 3 6 4 143 0 1 4
83101 1 0 3 50 57 63 230 5 5 5 5 1 3 8 5 167 1 1 5
83102 1 1 2 43 43 42 210 3 5 5 4 2 2 3 2 110 0 1 4
83102 1 1 2 44 42 46 240 4 5 5 5 3 2 5 3 134 0 1 5
83602 0 0 8 49 42 50 120 4 1 5 1 1 0 3 2 113 . 1 3
83602 0 0 8 58 53 58 150 6 2 4 2 0 1 6 3 141 . 0 6
83602 0 0 8 61 60 77 150 5 3 4 1 1 2 8 4 165 . 0 5
83603 0 1 2 34 49 44 160 5 2 4 3 1 1 3 2 104 . 0 4
83603 0 1 2 53 60 69 190 4 4 4 2 4 1 5 3 128 . 0 3
83603 0 1 2 52 62 77 90 2 1 4 1 0 1 6 4 149 . 1 3
85402 0 0 0 41 48 34 130 3 3 2 2 1 2 4 2 127 . 0 1
85402 0 0 0 51 41 43 110 3 3 2 2 1 1 5 3 146 . 1 3
87501 0 0 0 48 48 45 30 0 0 1 0 2 0 4 2 130 . 1 0
87501 0 0 0 51 50 56 40 0 1 2 1 0 0 6 3 154 . 1 2
87901 1 0 2 38 30 33 20 0 0 0 1 1 0 3 2 96 0 1 0
87901 1 0 2 49 54 50 80 0 2 2 2 2 0 4 3 120 0 1 1
88902 0 0 3 27 20 25 140 2 2 5 2 3 0 2 2 94 . 0 3
88902 0 0 3 37 47 43 120 1 2 5 2 2 0 3 3 118 . 0 4
88902 0 0 3 49 58 72 100 2 2 5 1 2 0 7 4 162 . 1 5
89303 0 0 1 42 41 31 60 1 1 3 0 1 0 3 2 111 . 0 3
89303 0 0 1 47 45 44 20 0 0 2 0 0 0 5 3 133 . 1 2
89803 1 0 2 41 44 55 90 0 4 1 1 1 2 3 2 110 0 1 1
89803 1 0 2 68 61 80 100 0 4 3 3 0 0 6 3 135 0 1 1
90002 1 0 3 60 45 49 110 1 2 4 3 1 0 4 2 118 0 1 2
90002 1 0 3 65 66 73 50 0 1 3 1 0 0 6 3 143 0 1 1
92303 1 0 0 48 43 44 50 1 1 1 1 1 0 3 2 113 0 1 0
92303 1 0 0 46 56 55 40 1 1 1 0 1 0 6 3 140 0 0 1
93202 1 0 3 30 38 50 23 4 5 4 5 3 2 3 2 102 0 0 2
93202 1 0 3 43 48 61 . . 4 1 4 0 1 5 3 126 0 0 0
93901 0 0 3 34 22 35 17 1 4 4 5 3 0 3 2 110 . 0 .
93901 0 0 3 46 39 48 10 0 3 4 2 1 0 5 3 134 . 0 1
94002 0 0 2 30 38 35 135 . 2 4 2 2 0 2 2 97 . 0 .
94002 0 0 2 61 52 63 150 4 2 4 3 2 0 5 3 142 . 1 3
94002 0 0 2 68 62 79 100 3 2 3 2 2 0 7 4 166 . 1 3
96201 1 0 1 30 28 33 4 1 1 2 0 0 0 2 2 91 0 0 1
96201 1 0 1 51 51 57 150 0 5 4 1 2 3 6 3 139 0 0 2
96201 1 0 1 50 73 60 130 3 4 4 0 2 2 7 4 158 1 1 4
96202 0 0 2 37 42 44 40 1 0 3 0 0 0 4 2 119 . 0 2
96202 0 0 2 46 54 64 260 6 4 5 4 4 3 5 3 139 . 1 6
98102 1 0 0 45 29 28 60 0 0 2 4 0 0 2 2 104 0 1 1
98102 1 0 0 60 42 41 50 0 0 2 2 1 0 5 3 132 0 0 0
98102 1 0 0 64 50 58 40 0 0 1 2 2 1 6 4 153 0 1 1
101701 1 0 1 43 40 39 70 1 1 3 2 0 0 3 2 108 0 1 1
101701 1 0 1 49 47 51 100 1 1 4 2 2 0 5 3 133 0 1 1
101701 1 0 1 46 53 63 30 0 1 1 1 2 0 7 4 158 1 1 1
101702 0 0 3 22 22 26 140 4 1 5 4 0 0 2 2 94 . 1 4
101702 0 0 3 50 40 32 130 1 2 4 5 1 0 4 3 120 . 1 2
101702 0 0 3 49 42 44 140 2 2 5 5 0 0 6 4 144 . 1 2
101702 0 0 3 57 50 63 160 4 3 5 4 0 0 8 5 167 . 1 3
103501 1 0 0 29 29 41 140 0 5 3 2 4 0 2 2 96 0 0 2
103501 1 0 0 44 44 66 120 0 5 3 2 2 0 6 3 141 1 1 1
103501 1 0 0 43 52 66 180 3 5 4 4 3 2 8 4 165 1 1 3
108201 0 0 1 58 46 42 50 0 2 1 0 2 0 2 2 101 . 1 0
108201 0 0 1 69 54 55 30 0 2 1 0 0 0 4 3 125 . 1 0
113001 1 1 1 42 33 66 . . . . . . . 3 2 109 0 0 .
113001 1 1 1 70 53 73 100 1 4 1 1 2 1 5 3 130 0 1 0
113001 1 1 1 67 59 77 120 0 3 5 3 3 1 7 4 155 1 1 2
113201 0 0 6 47 50 47 20 0 0 1 0 1 0 4 2 116 . 0 1
113201 0 0 6 62 63 59 200 6 4 3 3 3 1 5 3 136 . 1 4
114101 1 0 0 18 25 23 10 1 0 0 0 0 0 2 2 94 0 0 0
114101 1 0 0 50 50 52 40 1 2 0 0 1 0 6 3 139 0 1 0
114101 1 0 0 46 51 53 130 5 2 3 2 4 1 7 4 163 1 1 3
114702 0 0 3 49 41 43 120 1 2 2 4 3 0 4 2 115 . 0 1
114702 0 0 3 55 51 67 70 1 0 2 3 1 0 5 3 132 . 1 0
115901 0 0 0 35 41 50 20 0 1 0 1 0 0 2 2 90 . 0 0
115901 0 0 0 48 51 79 10 0 0 1 0 0 0 5 3 135 . 1 0
115901 0 0 0 72 56 82 . . 2 1 0 0 0 8 4 159 . 1 1
116002 1 0 0 37 34 37 0 0 0 0 0 0 0 2 2 97 0 1 0
116002 1 0 0 61 45 62 0 0 0 0 0 0 0 8 4 170 . 1 0
116004 1 0 0 52 46 47 0 0 0 0 0 0 0 3 2 107 0 1 0
116004 1 0 0 65 59 74 0 0 0 0 0 0 0 5 3 130 0 1 0
118402 1 0 2 51 48 58 210 1 5 5 3 4 3 3 2 106 0 0 4
118402 1 0 2 65 49 66 180 2 3 5 2 4 2 4 3 125 0 1 3
118402 1 0 2 66 66 79 120 1 4 5 2 3 0 7 4 153 0 0 3
122301 1 1 1 24 42 37 20 1 1 0 0 0 0 3 2 107 0 0 1
122301 1 1 1 42 45 44 150 1 3 4 3 3 1 4 3 126 1 1 3
124201 1 0 1 35 30 46 90 0 2 2 4 1 0 3 2 107 0 1 1
124201 1 0 1 45 44 53 110 1 3 4 3 0 0 5 3 131 0 1 3
124402 1 0 2 29 39 37 210 5 4 4 5 1 2 3 2 107 0 1 3
124402 1 0 2 41 42 47 230 5 5 5 4 2 2 5 3 131 0 1 3
124402 1 0 2 44 47 47 160 4 1 5 4 1 2 7 4 155 1 1 4
125002 1 0 1 37 37 40 10 0 0 1 0 0 0 2 2 106 0 0 0
125002 1 0 1 44 47 50 100 1 3 4 0 1 1 4 3 127 0 1 2
125002 1 0 1 47 47 77 130 2 4 3 1 0 3 6 4 150 1 1 3
126101 1 0 0 41 40 40 40 0 1 0 2 1 0 2 2 101 0 1 0
126101 1 0 0 47 49 43 20 0 0 0 2 0 0 4 3 125 0 1 0
126101 1 0 0 62 48 55 40 0 1 2 1 0 0 6 4 150 1 1 1
129502 0 0 6 37 41 37 170 3 3 4 2 3 2 3 3 126 . 1 3
129502 0 0 6 43 41 55 230 5 5 5 5 4 3 5 4 150 . 1 8
129601 1 0 2 23 22 24 0 0 0 0 0 0 0 2 2 88 0 0 0
129601 1 0 2 42 28 32 160 2 3 4 5 2 0 4 3 113 0 0 2
129601 1 0 2 42 41 43 220 3 5 5 5 3 1 6 4 136 1 0 5
129601 1 0 2 49 45 51 170 3 4 5 5 2 0 7 5 156 1 1 4
129602 0 0 1 43 21 31 120 2 1 2 5 2 0 3 3 115 . 1 1
132301 0 0 0 40 46 53 0 0 0 0 0 0 0 3 2 93 . 1 0
132301 0 0 0 64 64 52 20 0 1 1 0 0 0 4 3 117 . 1 0
132402 1 0 1 28 28 48 40 1 0 1 2 0 0 3 2 123 0 1 1
132402 1 0 1 45 45 54 0 0 0 0 0 0 0 6 3 147 0 1 0
132402 1 0 1 49 47 65 10 0 0 1 0 0 0 7 4 171 1 1 0
132403 0 0 1 40 29 33 60 1 0 2 3 0 0 3 2 96 . 1 0
132403 0 0 1 40 36 53 30 0 0 2 0 0 1 5 3 121 . 1 1
132403 0 0 1 53 57 69 130 1 4 3 5 4 0 6 4 145 . 1 0
136001 1 0 5 47 59 61 110 0 2 5 4 2 0 6 3 161 0 1 2
138901 1 0 1 39 46 48 50 1 1 2 0 1 0 2 2 90 0 1 1
138901 1 0 1 44 49 79 50 1 0 2 1 1 0 4 3 113 0 1 1
138901 1 0 1 47 40 61 10 0 0 1 0 0 0 6 4 138 0 1 0
138902 0 0 2 38 36 66 80 2 0 2 3 1 0 3 2 102 . 1 1
138902 0 0 2 45 49 60 60 2 0 1 2 0 1 5 3 127 . 1 0
139902 1 0 0 46 41 41 0 0 0 0 0 0 0 2 2 98 0 1 0
139902 1 0 0 71 67 82 10 0 0 1 0 0 0 6 3 146 0 1 1
139902 1 0 0 77 62 82 20 0 0 2 0 0 0 8 4 169 1 1 1
140004 0 0 1 24 22 25 40 1 1 1 0 1 0 2 2 100 . 1 0
140004 0 0 1 52 49 51 130 6 1 3 2 0 1 5 3 127 . 0 5
140104 0 0 2 34 27 27 13 3 1 3 4 2 0 3 2 124 . 0 1
140104 0 0 2 45 37 30 250 5 5 5 5 2 3 6 3 170 . 0 3
140901 0 0 3 19 26 30 1 0 0 1 0 0 0 2 2 84 . 0 0
140901 0 0 3 47 46 51 130 1 2 4 3 2 1 3 3 108 . 0 1
140901 0 0 3 56 57 57 80 2 0 4 1 1 0 5 4 129 . 1 1
140902 0 0 4 41 28 31 160 3 2 5 3 1 2 2 2 98 . 1 2
140902 0 0 4 48 42 38 160 3 3 5 3 0 2 6 3 145 . 1 3
141001 0 0 0 47 41 45 5 0 0 1 3 1 0 3 2 99 . 0 0
141001 0 0 0 61 61 59 2 0 0 0 1 1 0 5 3 122 . 0 0
141601 0 0 0 49 30 38 8 1 2 3 1 1 0 3 2 112 . 0 1
141601 0 0 0 49 53 50 6 0 2 3 1 0 0 5 3 135 . 0 1
141603 0 1 0 37 18 21 . 0 3 . 3 2 0 2 2 94 . 0 2
141603 0 1 0 50 41 48 80 1 1 4 2 0 0 6 3 140 . 0 1
143901 0 0 1 44 34 35 . . . . . . . 3 2 108 . 1 .
143901 0 0 1 53 42 40 210 6 2 5 5 2 1 5 3 133 . 1 5
144004 0 0 0 44 36 34 90 1 1 3 3 1 0 3 2 111 . 0 3
144004 0 0 0 44 45 46 40 1 0 1 0 2 0 5 3 130 . 1 1
144004 0 0 0 55 49 53 90 1 1 4 2 1 1 7 4 153 . 1 3
153203 1 0 2 54 42 59 120 3 1 4 2 1 1 2 2 93 0 1 4
153203 1 0 2 66 47 55 40 0 1 2 0 1 0 4 3 116 0 1 2
153203 1 0 2 66 64 71 70 0 2 2 1 2 0 6 4 141 0 1 1
153204 0 1 4 14 24 26 50 1 0 1 2 1 0 2 2 105 . 1 0
153204 0 1 4 25 24 30 180 5 1 4 4 3 1 4 3 130 . 1 4
153801 0 0 2 46 40 39 60 1 0 3 1 0 1 3 2 115 . 0 1
153801 0 0 2 48 50 59 40 0 0 1 2 1 0 6 3 140 . 0 0
155902 1 1 5 27 25 30 15 1 3 4 4 2 1 2 2 112 0 1 2
155902 1 1 5 39 33 33 3 0 1 1 1 0 0 5 3 140 0 0 1
156401 1 1 0 52 45 56 40 0 1 2 1 0 0 2 2 97 0 1 0
156401 1 1 0 59 36 77 40 1 0 2 1 0 0 4 3 121 0 1 0
156605 1 0 3 49 42 44 120 4 1 2 2 1 2 3 2 104 0 1 2
156605 1 0 3 63 54 54 70 2 2 2 1 0 0 5 3 127 0 1 1
158701 0 0 1 60 64 77 60 0 2 4 0 0 0 4 2 123 . 1 3
158701 0 0 1 63 75 79 50 1 1 3 0 0 0 6 3 147 . 1 2
158702 1 0 1 44 50 60 10 0 0 1 0 0 0 2 2 97 0 1 0
158702 1 0 1 63 66 70 140 0 5 4 1 4 0 4 3 121 0 1 2
158702 1 0 1 67 72 77 130 1 4 4 3 4 1 6 4 146 1 1 2
158702 1 0 1 75 80 82 150 2 5 4 2 4 2 8 5 170 1 1 1
159605 1 0 2 24 22 21 20 0 2 0 0 0 0 4 2 123 0 1 0
159605 1 0 2 31 21 26 230 5 5 5 5 4 3 5 3 146 0 1 4
159606 0 0 3 28 19 22 20 0 2 0 0 0 0 3 2 123 . 1 0
159606 0 0 3 38 22 25 190 4 4 5 4 1 2 5 3 146 . 1 6
159801 0 0 2 18 40 37 90 1 1 4 3 0 0 2 2 99 . 1 2
159801 0 0 2 51 50 48 30 1 0 2 0 0 0 6 3 147 . 1 2
159801 0 0 2 54 57 76 0 0 0 0 0 0 0 8 4 171 . 1 0
165501 0 0 3 32 29 39 100 2 0 3 4 1 0 3 2 123 . 1 0
165501 0 0 3 43 36 49 110 2 1 4 4 0 0 6 3 147 . 1 3
165602 0 0 0 39 39 56 0 0 0 0 0 0 0 4 2 108 . 0 0
165602 0 0 0 64 48 61 0 0 0 0 0 0 0 5 3 129 . 1 0
165602 0 0 0 57 51 61 50 0 3 0 1 3 1 7 4 153 . 1 0
165701 0 0 2 25 22 20 120 2 1 0 5 3 1 3 2 112 . 1 1
165701 0 0 2 41 41 30 140 1 3 1 5 3 1 5 3 136 . 1 1
165701 0 0 2 40 25 34 120 0 3 2 5 3 2 7 4 160 . 1 1
165801 1 0 1 56 46 41 80 0 1 3 3 0 1 4 3 118 0 1 1
165801 1 0 1 59 46 55 160 3 2 3 3 3 2 5 4 141 0 1 3
165801 1 0 1 66 68 76 60 0 2 2 2 0 0 7 5 165 1 1 0
166602 1 0 0 40 42 55 20 0 1 1 0 0 0 4 2 122 0 1 0
166602 1 0 0 55 53 66 20 0 1 1 0 0 0 6 3 147 1 1 0
