55801 1 0 1 . . . . . 43 . . . 52 . . . 63 . . . . . . . 4 . . . 6 . . . 7 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 1 . . . 3 . . . 2 . .
56301 1 0 3 . . . 24 . . . . 45 . . 55 . . . . . . . 3 . . . . 5 . . 7 . . . . . . . 0 . . . . 0 . . 0 . . . . . . . 0 . . . . 0 . . 0 . . . . . . . 2 . . . . 1 . . 2 . . . .
56302 1 0 2 . . . 37 . . . 46 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 2 . . . . . . . .
57604 0 0 4 . . 41 . . . 67 . . . . . . . . . . . 2 . . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 3 . . . 4 . . . . . . . . .
58503 1 0 1 . . . . . 25 . . . . . . . 50 . . . . . . . 3 . . . . . . . 6 . . . . . . . 0 . . . . . . . 1 . . . . . . . 0 . . . . . . . 1 . . . . . . . 3 . . . . . . . 3 . .
62102 0 0 2 . . . 47 . . . . . . . . 70 . . . . . . 3 . . . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . . 1 . . . . . . 3 . . . . . . . . 2 . . .
62103 1 1 2 . . 14 . . . 32 . . . 45 . . . . . . . 2 . . . 3 . . . 5 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 1 . . . 4 . . . 4 . . . . .
62202 0 0 2 . . . . . 60 . . . 66 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 1 . . . 0 . . . . . .
62703 0 0 2 . . . 32 . . . . . . . 64 . . . . . . . 2 . . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . 1 . . . . . . . 3 . . . . . . . 4 . . . .
64002 0 0 3 . . . 43 . . . . . . . . 51 . . . . . . 2 . . . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . . 1 . . . . . . 2 . . . . . . . . 4 . . .
65601 1 0 0 . . . 55 . . . 62 . . . . . . . . . . . 3 . . . 6 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 0 . . . . . . . .
65701 1 0 0 . . . . . 55 . . . . 71 . . . . . . . . . . 4 . . . . 6 . . . . . . . . . . 0 . . . . 0 . . . . . . . . . . 1 . . . . 0 . . . . . . . . . . 0 . . . . 0 . . . . .
66002 0 0 1 . . . 40 . . . . . . . 66 . . . . . . . 2 . . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . 1 . . . . . . . 0 . . . . . . . 1 . . . .
70801 0 1 1 . . . . . . . 44 . . . 52 . . . . . . . . . . . 4 . . . 6 . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 3 . . . 1 . . . .
73602 0 0 1 . . . 42 . . . 51 . . . . . . . . . . . 2 . . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 1 . . . . . . . .
74602 0 0 4 . . 39 . . . 53 . . . . . . . . . . . 2 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 0 . . . . . . . . . . . 3 . . . 3 . . . . . . . . .
75603 1 0 2 . . 20 . . . 34 . . . . . . . . . . . 2 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 0 . . . . . . . . . . . 2 . . . 2 . . . . . . . . .
76402 0 0 2 . . . . . . 51 . . . 45 . . . . . . . . . . . 4 . . . 6 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 3 . . . 2 . . . . .
76403 0 0 1 . . . . 44 . . . 58 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 2 . . . 3 . . . . . . .
80102 1 0 3 . . 36 . . . 55 . . . . . . . 65 . . . 3 . . . 5 . . . . . . . 8 . . . 0 . . . 0 . . . . . . . . . . . 0 . . . 0 . . . . . . . 1 . . . 0 . . . 3 . . . . . . . 1 .
82901 1 0 4 . . . . . . 41 . . . . 46 . . . . . . . . . . 3 . . . . 6 . . . . . . . . . . 0 . . . . 1 . . . . . . . . . . 1 . . . . 0 . . . . . . . . . . 4 . . . . 4 . . . .
83001 1 0 0 . . . . 39 . . . . . . 48 . . . . . . . . 3 . . . . . . 6 . . . . . . . . 0 . . . . . . 0 . . . . . . . . 0 . . . . . . 1 . . . . . . . . 1 . . . . . . 0 . . . .
83101 1 0 3 . . 26 . . . 38 . . . 43 . . . 50 . . . 2 . . . 4 . . . 6 . . . 8 . . . 0 . . . 0 . . . 0 . . . 1 . . . 1 . . . 1 . . . 1 . . . 1 . . . 6 . . . 4 . . . 4 . . . 5 .
83102 1 1 2 . . . . 43 . . . 44 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 4 . . . 5 . . . . . . .
83602 0 0 8 . . . . . 49 . . . . 58 . . . 61 . . . . . . 3 . . . . 6 . . . 8 . . . . . . . . . . . . . . . . . . . . . . 1 . . . . 0 . . . 0 . . . . . . 3 . . . . 6 . . . 5 .
83603 0 1 2 . . . 34 . . . 53 . . . 52 . . . . . . . 3 . . . 5 . . . 6 . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 4 . . . 3 . . . 3 . . . .
85402 0 0 0 . . . . . . . 41 . . 51 . . . . . . . . . . . . 4 . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 1 . . 3 . . . . .
87501 0 0 0 . . . . . . . . 48 . . . 51 . . . . . . . . . . . 4 . . . 6 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 2 . . .
87901 1 0 2 . . 38 . . . 49 . . . . . . . . . . . 3 . . . 4 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 1 . . . . . . . . .
88902 0 0 3 . . 27 . . . 37 . . . . . . 49 . . . . 2 . . . 3 . . . . . . 7 . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . . . . 1 . . . . 3 . . . 4 . . . . . . 5 . .
89303 0 0 1 . . . . . 42 . . 47 . . . . . . . . . . . . 3 . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 3 . . 2 . . . . . . .
89803 1 0 2 . . . . 41 . . . . 68 . . . . . . . . . . 3 . . . . 6 . . . . . . . . . . 0 . . . . 0 . . . . . . . . . . 1 . . . . 1 . . . . . . . . . . 1 . . . . 1 . . . . . .
90002 1 0 3 . . . . . . 60 . . . 65 . . . . . . . . . . . 4 . . . 6 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 2 . . . 1 . . . . .
92303 1 0 0 . . . . . 48 . . . 46 . . . . . . . . . . . 3 . . . 6 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 0 . . . . . . . . . . . 0 . . . 1 . . . . . .
93202 1 0 3 . . . 30 . . . 43 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 2 . . . 0 . . . . . . . .
93901 0 0 3 . . . . 34 . . . 46 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . . . . . 1 . . . . . . .
94002 0 0 2 . . 30 . . . . . . . 61 . . . 68 . . . 2 . . . . . . . 5 . . . 7 . . . . . . . . . . . . . . . . . . . 0 . . . . . . . 1 . . . 1 . . . . . . . . . . . 3 . . . 3 .
96201 1 0 1 . 30 . . . . . . . 51 . . 50 . . . . 2 . . . . . . . 6 . . 7 . . . . 0 . . . . . . . 0 . . 1 . . . . 0 . . . . . . . 0 . . 1 . . . . 1 . . . . . . . 2 . . 4 . . .
96202 0 0 2 . . . . . . 37 . . 46 . . . . . . . . . . . . 4 . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 2 . . 6 . . . . . .
98102 1 0 0 . . . 45 . . . . 60 . . . 64 . . . . . . 2 . . . . 5 . . . 6 . . . . . . 0 . . . . 0 . . . 0 . . . . . . 1 . . . . 0 . . . 1 . . . . . . 1 . . . . 0 . . . 1 . . .
101701 1 0 1 . . . . 43 . . . 49 . . . 46 . . . . . . . 3 . . . 5 . . . 7 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . .
101702 0 0 3 . . 22 . . . 50 . . . 49 . . . 57 . . . 2 . . . 4 . . . 6 . . . 8 . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . 1 . . . 1 . . . 4 . . . 2 . . . 2 . . . 3 .
103501 1 0 0 . . 29 . . . . . . . 44 . . . 43 . . . 2 . . . . . . . 6 . . . 8 . . . 0 . . . . . . . 1 . . . 1 . . . 0 . . . . . . . 1 . . . 1 . . . 2 . . . . . . . 1 . . . 3 .
108201 0 0 1 . . . 58 . . . 69 . . . . . . . . . . . 2 . . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 0 . . . . . . . .
113001 1 1 1 . . . . 42 . . . 70 . . . 67 . . . . . . . 3 . . . 5 . . . 7 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 0 . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 2 . . .
113201 0 0 6 . . . . . 47 . . . 62 . . . . . . . . . . . 4 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 1 . . . . . . . . . . . 1 . . . 4 . . . . . .
114101 1 0 0 . . 18 . . . . . . 50 . . . 46 . . . . 2 . . . . . . 6 . . . 7 . . . . 0 . . . . . . 0 . . . 1 . . . . 0 . . . . . . 1 . . . 1 . . . . 0 . . . . . . 0 . . . 3 . .
114702 0 0 3 . . . . . 49 . . 55 . . . . . . . . . . . . 4 . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 1 . . 0 . . . . . . .
115901 0 0 0 . 35 . . . . . . . 48 . . . 72 . . . 2 . . . . . . . 5 . . . 8 . . . . . . . . . . . . . . . . . . . 0 . . . . . . . 1 . . . 1 . . . 0 . . . . . . . 0 . . . 1 . .
116002 1 0 0 . . 37 . . . . . . . . . . . 61 . . . 2 . . . . . . . . . . . 8 . . . 0 . . . . . . . . . . . . . . . 1 . . . . . . . . . . . 1 . . . 0 . . . . . . . . . . . 0 .
116004 1 0 0 . . . . 52 . . . 65 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 0 . . . . . . .
118402 1 0 2 . . . . 51 . . 65 . . . . 66 . . . . . . . 3 . . 4 . . . . 7 . . . . . . . 0 . . 0 . . . . 0 . . . . . . . 0 . . 1 . . . . 0 . . . . . . . 4 . . 3 . . . . 3 . . .
122301 1 1 1 . . . . 24 . . 42 . . . . . . . . . . . . 3 . . 4 . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 0 . . 1 . . . . . . . . . . . . 1 . . 3 . . . . . . . .
124201 1 0 1 . . . . 35 . . . 45 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 1 . . . 3 . . . . . . .
124402 1 0 2 . . . . 29 . . . 41 . . . 44 . . . . . . . 3 . . . 5 . . . 7 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 3 . . . 3 . . . 4 . . .
125002 1 0 1 . . . . 37 . . 44 . . . 47 . . . . . . . . 2 . . 4 . . . 6 . . . . . . . . 0 . . 0 . . . 1 . . . . . . . . 0 . . 1 . . . 1 . . . . . . . . 0 . . 2 . . . 3 . . . .
126101 1 0 0 . . . 41 . . . 47 . . . 62 . . . . . . . 2 . . . 4 . . . 6 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 0 . . . 0 . . . 1 . . . .
129502 0 0 6 . . . . . . . 37 . . . 43 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 3 . . . 8 . . . .
129601 1 0 2 . 23 . . . 42 . . . 42 . . 49 . . . . 2 . . . 4 . . . 6 . . 7 . . . . 0 . . . 0 . . . 1 . . 1 . . . . 0 . . . 0 . . . 0 . . 1 . . . . 0 . . . 2 . . . 5 . . 4 . . .
129602 0 0 1 . . . . . 43 . . . . . . . . . . . . . . . 3 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . . . . . . . . . 1 . . . . . . . . . .
132301 0 0 0 . . 40 . . . 64 . . . . . . . . . . . 3 . . . 4 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 0 . . . 0 . . . . . . . . .
132402 1 0 1 . . . . . . . 28 . . . 45 . . . 49 . . . . . . . 3 . . . 6 . . . 7 . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 1 . . . 0 . . . 0
132403 0 0 1 . . 40 . . . 40 . . . 53 . . . . . . . 3 . . . 5 . . . 6 . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 0 . . . 1 . . . 0 . . . . .
136001 1 0 5 . . . . . . . . . . . . . 47 . . . . . . . . . . . . . . . 6 . . . . . . . . . . . . . . . 0 . . . . . . . . . . . . . . . 1 . . . . . . . . . . . . . . . 2 . .
138901 1 0 1 . 39 . . . 44 . . . 47 . . . . . . . 2 . . . 4 . . . 6 . . . . . . . 0 . . . 0 . . . 0 . . . . . . . 1 . . . 1 . . . 1 . . . . . . . 1 . . . 1 . . . 0 . . . . . .
138902 0 0 2 . . . 38 . . . 45 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 1 . . . . . . . . . . . 1 . . . 0 . . . . . . . .
139902 1 0 0 . . 46 . . . . . . . 71 . . . 77 . . . 2 . . . . . . . 6 . . . 8 . . . 0 . . . . . . . 0 . . . 1 . . . 1 . . . . . . . 1 . . . 1 . . . 0 . . . . . . . 1 . . . 1 .
140004 0 0 1 . . . 24 . . . 52 . . . . . . . . . . . 2 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 1 . . . 0 . . . . . . . . . . . 0 . . . 5 . . . . . . . .
140104 0 0 2 . . . . . . . 34 . . . . . . 45 . . . . . . . . 3 . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . . . . 0 . . . . . . . . 1 . . . . . . 3 .
140901 0 0 3 19 . . . 47 . . . 56 . . . . . . . 2 . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . 1 . . . . . . . 0 . . . 1 . . . 1 . . . . . . .
140902 0 0 4 . . 41 . . . . . . . 48 . . . . . . . 2 . . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . . 1 . . . . . . . 1 . . . . . . . 2 . . . . . . . 3 . . . . .
141001 0 0 0 . . . 47 . . 61 . . . . . . . . . . . . 3 . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . 0 . . . . . . . . . . . . 0 . . 0 . . . . . . . . .
141601 0 0 0 . . . . . 49 . . . 49 . . . . . . . . . . . 3 . . . 5 . . . . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . 0 . . . . . . . . . . . 1 . . . 1 . . . . . .
141603 0 1 0 . . 37 . . . . . . 50 . . . . . . . . 2 . . . . . . 6 . . . . . . . . . . . . . . . . . . . . . . . . 0 . . . . . . 0 . . . . . . . . 2 . . . . . . 1 . . . . . .
