1 1 39.54 36.58 50.1 49.37 3.5 -0.241985714 0.7742857143 2 2 69.07 6.5
2 1 44.44 50.82 58.93 83.5 3.33 -0.241985714 0.6042857143 2 2 77.2 6.5
3 1 28.57 40.68 32.81 40.41 2 -0.241985714 -0.725714286 2 2 64.1 6.5
4 1 26.62 34.72 34.37 42.06 2 -0.241985714 -0.725714286 2 1 65.93 6.5
5 1 40.88 38.28 38.86 50.4 3.33 -0.241985714 0.6042857143 2 2 74.53 6.5
6 1 23.57 32.57 35.25 34.14 2.17 -0.241985714 -0.555714286 2 1 63 6.5
7 1 19.65 31.98 23.6 32.84 2.17 -0.241985714 -0.555714286 2 1 63.6 6.5
8 1 36.27 50.45 53.31 64.13 3.67 -0.241985714 0.9442857143 2 2 72.57 6.5
9 1 20.82 32.49 29.09 38.52 1.83 -0.241985714 -0.895714286 2 1 67.73 6.5
10 1 26.85 33.3 32.22 36.72 2.83 -0.241985714 0.1042857143 2 2 70.63 6.5
11 1 47.36 65.92 59.89 84.61 4 -0.241985714 1.2742857143 2 2 72.47 6.5
12 1 62.32 62.43 78.65 99.43 3.33 -0.241985714 0.6042857143 2 1 68.53 6.5
13 1 22.27 34.2 27.44 39.87 2 -0.241985714 -0.725714286 2 1 62.63 6.5
15 2 15.97 26.77 21.97 32.86 1.17 -0.409873913 -1.387826087 1 1 76.73 3
16 2 40.94 48.32 48.69 50.6 2.83 -0.409873913 0.272173913 1 1 74.3 3
17 2 33.26 43.01 35.24 46.24 2.83 -0.409873913 0.272173913 2 2 65.4 3
18 2 20.32 27.85 28.91 33.9 3 -0.409873913 0.442173913 1 2 74.7 3
19 2 20.23 27.9 31.35 43.24 2.5 -0.409873913 -0.057826087 1 2 61.9 3
20 2 23.7 32.44 31.04 40.93 3.5 -0.409873913 0.942173913 2 2 72.57 3
21 2 18.64 27.81 25.58 39.6 1.5 -0.409873913 -1.057826087 2 2 70.87 3
23 2 20.27 32.05 23.57 40.36 2 -0.409873913 -0.557826087 2 1 75.27 3
24 2 25.83 26.85 34.26 33.15 3.33 -0.409873913 0.772173913 2 1 63 3
25 2 22.93 30.77 32.67 36.65 3.17 -0.409873913 0.612173913 1 2 62.93 3
26 2 21.4 32.96 30.99 37.47 1.67 -0.409873913 -0.887826087 1 1 79 3
27 2 13.92 27.46 18.8 29.66 1.83 -0.409873913 -0.727826087 2 1 73.4 3
28 2 34.63 43.8 40.13 51.26 2.83 -0.409873913 0.272173913 2 2 72.83 3
29 2 33.24 36.67 37.2 36.7 2.83 -0.409873913 0.272173913 1 1 79 3
30 2 29.9 37.42 39.68 46.36 2.83 -0.409873913 0.272173913 2 2 63.97 3
31 2 25.87 38.71 46.5 47.36 2.83 -0.409873913 0.272173913 2 2 68.17 3
32 2 27.04 36.05 42.97 43.43 2.67 -0.409873913 0.112173913 2 1 78.07 3
33 2 30.43 30.98 33.61 40.15 1.67 -0.409873913 -0.887826087 1 1 76.5 3
34 2 25.25 30.73 38.75 44.35 2.17 -0.409873913 -0.387826087 1 2 71.2 3
35 2 44.52 85.91 53.18 120.88 3.5 -0.409873913 0.942173913 2 2 78.37 3
36 2 21.08 28.97 33.25 38.83 2.67 -0.409873913 0.112173913 2 1 68.3 3
37 2 24.71 30.01 35.71 40.1 3 -0.409873913 0.442173913 2 2 66.5 3
38 5 32.3 33.47 51.85 44.08 3.67 -0.156395652 0.8586956522 2 1 70.63 2.5
39 5 20.98 28.02 28.5 41.49 2.83 -0.156395652 0.0186956522 2 1 76.73 2.5
41 5 18.14 27.24 34.73 46.18 3.67 -0.156395652 0.8586956522 1 2 66.23 2.5
42 5 29.41 35.25 46.53 53.71 2.83 -0.156395652 0.0186956522 1 2 78.13 2.5
43 5 21.03 30.56 32.57 43.36 3 -0.156395652 0.1886956522 1 2 72.5 2.5
44 5 16.35 24.67 29.25 29.85 2.83 -0.156395652 0.0186956522 2 1 71.63 2.5
45 5 . . 28.05 45.1 3.67 -0.156395652 0.8586956522 1 2 . 2.5
46 5 27.45 35.04 38.42 50.78 3 -0.156395652 0.1886956522 1 2 69.97 2.5
47 5 25.85 27.76 36.5 46.74 3.83 -0.156395652 1.0186956522 2 1 64.63 2.5
48 5 17.62 25.48 25.24 42.59 2.67 -0.156395652 -0.141304348 1 2 68.87 2.5
49 5 27.5 35.82 40.39 51.13 3 -0.156395652 0.1886956522 . 1 61.47 2.5
50 5 20.95 27.38 40.06 47.19 3 -0.156395652 0.1886956522 1 1 74.93 2.5
52 5 13.48 28.18 31.21 48.33 2.33 -0.156395652 -0.481304348 1 1 74.97 2.5
53 5 14.02 24.91 16.66 30 2.17 -0.156395652 -0.641304348 1 2 61.9 2.5
54 5 17.59 23.93 38.28 48.31 2.5 -0.156395652 -0.311304348 1 2 74.93 2.5
55 5 15.65 23.57 28.83 42.95 2.67 -0.156395652 -0.141304348 1 2 64.23 2.5
56 5 18.19 23.93 29.31 39.01 2.83 -0.156395652 0.0186956522 1 1 67.1 2.5
57 5 12.38 24.97 17.28 26.37 2.33 -0.156395652 -0.481304348 1 2 62.6 2.5
58 5 12.45 23.64 12.81 27.82 1.67 -0.156395652 -1.141304348 1 1 67.4 2.5
59 5 18.65 25.7 30.69 40.05 2.83 -0.156395652 0.0186956522 1 2 65.47 2.5
60 5 15.28 24.3 27.7 27.15 3 -0.156395652 0.1886956522 1 1 61.8 2.5
62 5 17.34 24.38 23.11 34.57 2.33 -0.156395652 -0.481304348 1 2 68.87 2.5
63 6 22.12 32.38 27.62 36.31 3.17 -0.0137 0.216 1 2 66.6 2.5
65 6 33.97 40.55 42.03 49.72 3.17 -0.0137 0.216 2 1 63.67 2.5
66 6 27.35 39.73 37.89 48.93 3.17 -0.0137 0.216 2 2 67.87 2.5
67 6 40.17 37.23 61.34 50.27 3.17 -0.0137 0.216 2 1 72.1 2.5
68 6 19.79 32.88 27.62 39.73 2.33 -0.0137 -0.624 1 2 65.67 2.5
