215 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
216 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
217 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
218 . . 7 . 7 . . . 0 . 0 . . . 0 . 0 .
219 . 5 . 5 . 5 . 0 . 0 . 0 . 1 . 1 . 1
220 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
221 . 7 . . . . . 0 . . . . . 0 . . . .
222 7 . . . . . 0 . . . . . 0 . . . . .
223 4 . 5 . 3 . 0 . 0 . 0 . 2 . 1 . 2 .
224 . 7 . 5 . . . 0 . 0 . . . 0 . 1 . .
225 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2 .
226 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
228 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
230 . 5 . 7 . 6 . 0 . 0 . 0 . 1 . 0 . 1
231 7 . 4 . 1 . 0 . 0 . 1 . 0 . 2 . 3 .
232 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
235 . 3 . . . 7 . 0 . . . 0 . 2 . . . 0
236 . . . 7 . . . . . 0 . . . . . 0 . .
237 . . 7 . . . . . 0 . . . . . 0 . . .
239 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
240 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
241 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
242 . 7 . . . . . 0 . . . . . 0 . . . .
243 7 . 7 . 4 . 0 . 0 . 0 . 0 . 0 . 2 .
244 7 . 1 . . . 0 . 1 . . . 0 . 3 . . .
245 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
246 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
247 . 7 . . . . . 0 . . . . . 0 . . . .
249 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
250 . 7 . . . . . 0 . . . . . 0 . . . .
251 . . . . 5 . . . . . 0 . . . . . 1 .
252 6 . 1 . 5 . 0 . 1 . 0 . 1 . 3 . 1 .
253 7 . 1 . 1 . 0 . 1 . 1 . 0 . 3 . 3 .
254 2 . 6 . 1 . 0 . 0 . 1 . 2 . 1 . 3 .
255 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
256 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
257 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
258 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
262 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
263 6 . 1 . 1 . 0 . 1 . 1 . 1 . 3 . 3 .
264 5 . . . 6 . 0 . . . 0 . 1 . . . 1 .
265 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
266 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
267 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
268 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
269 . 7 . 1 . . . 0 . 1 . . . 0 . 3 . .
273 . 5 . . . 5 . 0 . . . 0 . 1 . . . 1
274 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
279 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
280 5 . 4 . 5 . 0 . 0 . 0 . 1 . 2 . 1 .
281 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
282 5 . . . . . 0 . . . . . 1 . . . . .
284 . . . . . 7 . . . . . 0 . . . . . 0
285 . . . 7 . 6 . . . 0 . 0 . . . 0 . 1
286 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
287 7 . . . . . 0 . . . . . 0 . . . . .
289 . 7 . . . 7 . 0 . . . 0 . 0 . . . 0
290 . . . . . 7 . . . . . 0 . . . . . 0
291 . . . . 7 . . . . . 0 . . . . . 0 .
292 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
293 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
294 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
295 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
297 . . 7 . 7 . . . 0 . 0 . . . 0 . 0 .
298 . . 7 . 7 . . . 0 . 0 . . . 0 . 0 .
299 5 . 7 . 6 . 0 . 0 . 0 . 1 . 0 . 1 .
300 . . . 1 . 1 . . . 1 . 1 . . . 3 . 3
301 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
302 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
303 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
305 7 . . . . . 0 . . . . . 0 . . . . .
307 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2 .
308 7 . . . . . 0 . . . . . 0 . . . . .
314 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2 .
315 . 7 . . . . . 0 . . . . . 0 . . . .
319 3 . 1 . 1 . 0 . 1 . 1 . 2 . 3 . 3 .
320 3 . 5 . 6 . 0 . 0 . 0 . 2 . 1 . 1 .
321 . 7 . . . 7 . 0 . . . 0 . 0 . . . 0
322 . . 5 . 6 . . . 0 . 0 . . . 1 . 1 .
323 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
324 . . . . 1 . . . . . 1 . . . . . 3 .
325 . . . . 1 . . . . . 1 . . . . . 3 .
326 . 7 . . . 5 . 0 . . . 0 . 0 . . . 1
327 . . . 7 . 1 . . . 0 . 1 . . . 0 . 3
328 . . . . 7 . . . . . 0 . . . . . 0 .
329 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
330 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
332 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
333 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
335 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
338 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
339 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
341 . 7 . 4 . 1 . 0 . 0 . 1 . 0 . 2 . 3
342 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
343 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
344 . 7 . 5 . 3 . 0 . 0 . 0 . 0 . 1 . 2
345 . 5 . 5 . 7 . 0 . 0 . 0 . 1 . 1 . 0
346 . . . 7 . . . . . 0 . . . . . 0 . .
347 . . . 7 . 7 . . . 0 . 0 . . . 0 . 0
348 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
350 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
351 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
352 . 2 . 7 . . . 0 . 0 . . . 2 . 0 . .
353 . 1 . 1 . 7 . 1 . 1 . 0 . 3 . 3 . 0
354 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
355 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
356 . . 7 . . . . . 0 . . . . . 0 . . .
357 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
358 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
359 7 . . . . . 0 . . . . . 0 . . . . .
360 . 7 . . . . . 0 . . . . . 0 . . . .
362 . 7 . 5 . 7 . 0 . 0 . 0 . 0 . 1 . 0
363 2 . 2 . 7 . 0 . 0 . 0 . 2 . 2 . 0 .
364 . 7 . 6 . 1 . 0 . 0 . 1 . 0 . 1 . 3
365 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
366 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
367 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
368 . 7 . 1 . 7 . 0 . 1 . 0 . 0 . 3 . 0
369 7 . . . . . 0 . . . . . 0 . . . . .
371 . . . 1 . 1 . . . 1 . 1 . . . 3 . 3
372 . 1 . 1 . 5 . 1 . 1 . 0 . 3 . 3 . 1
373 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
374 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
375 7 . . . . . 0 . . . . . 0 . . . . .
377 . 7 . . . . . 0 . . . . . 0 . . . .
378 . . . 1 . . . . . 1 . . . . . 3 . .
379 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
380 7 . 6 . 7 . 0 . 0 . 0 . 0 . 1 . 0 .
381 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
382 . . 2 . 1 . . . 0 . 1 . . . 2 . 3 .
383 . 2 . 2 . 1 . 0 . 0 . 1 . 2 . 2 . 3
384 5 . 2 . 1 . 0 . 0 . 1 . 1 . 2 . 3 .
385 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
386 . 7 . . . . . 0 . . . . . 0 . . . .
388 . . . . 1 . . . . . 1 . . . . . 3 .
389 7 . 6 . 7 . 0 . 0 . 0 . 0 . 1 . 0 .
390 . 7 . 7 . 3 . 0 . 0 . 0 . 0 . 0 . 2
391 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
392 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
393 7 . . . 6 . 0 . . . 0 . 0 . . . 1 .
394 . 7 . 1 . 1 . 0 . 1 . 1 . 0 . 3 . 3
397 . 7 . . . . . 0 . . . . . 0 . . . .
399 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
400 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
401 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
402 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
403 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
404 7 . . . . . 0 . . . . . 0 . . . . .
405 7 . . . . . 0 . . . . . 0 . . . . .
406 . 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3
407 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
408 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
409 7 . 1 . 1 . 0 . 1 . 1 . 0 . 3 . 3 .
410 . . 5 . 2 . . . 0 . 0 . . . 1 . 2 .
412 6 . 1 . 1 . 0 . 1 . 1 . 1 . 3 . 3 .
413 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
415 1 . 1 . . . 1 . 1 . . . 3 . 3 . . .
416 . 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3
417 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
419 . 5 . 6 . . . 0 . 0 . . . 1 . 1 . .
421 . 7 . 3 . 5 . 0 . 0 . 0 . 0 . 2 . 1
422 2 . 2 . 6 . 0 . 0 . 0 . 2 . 2 . 1 .
425 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
426 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
427 . 7 . . . . . 0 . . . . . 0 . . . .
430 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
431 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
432 . . 1 . 1 . . . 1 . 1 . . . 3 . 3 .
435 . . . . 1 . . . . . 1 . . . . . 3 .
436 . . . . . 7 . . . . . 0 . . . . . 0
437 . . 7 . 7 . . . 0 . 0 . . . 0 . 0 .
439 5 . 7 . 1 . 0 . 0 . 1 . 1 . 0 . 3 .
441 . 7 . 4 . . . 0 . 0 . . . 0 . 2 . .
442 7 . 4 . 1 . 0 . 0 . 1 . 0 . 2 . 3 .
443 2 . 5 . 7 . 0 . 0 . 0 . 2 . 1 . 0 .
444 . 1 . 5 . 7 . 1 . 0 . 0 . 3 . 1 . 0
445 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
446 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
449 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
450 . 7 . 6 . 2 . 0 . 0 . 0 . 0 . 1 . 2
454 5 . . . 7 . 0 . . . 0 . 1 . . . 0 .
455 7 . 5 . 7 . 0 . 0 . 0 . 0 . 1 . 0 .
457 . . . . . 1 . . . . . 1 . . . . . 3
460 . . . . 1 . . . . . 1 . . . . . 3 .
461 . . 4 . 1 . . . 0 . 1 . . . 2 . 3 .
464 7 . 2 . . . 0 . 0 . . . 0 . 2 . . .
465 5 . 1 . 7 . 0 . 1 . 0 . 1 . 3 . 0 .
466 . 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2
467 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2 .
468 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
469 7 . 1 . 1 . 0 . 1 . 1 . 0 . 3 . 3 .
470 7 . 2 . 7 . 0 . 0 . 0 . 0 . 2 . 0 .
471 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
472 . . . 2 . 2 . . . 0 . 0 . . . 2 . 2
473 . 5 . 5 . 1 . 0 . 0 . 1 . 1 . 1 . 3
474 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
476 . 2 . 5 . 1 . 0 . 0 . 1 . 2 . 1 . 3
477 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
478 7 . 7 . 2 . 0 . 0 . 0 . 0 . 0 . 2 .
479 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
480 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
481 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
482 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
483 . 7 . . . . . 0 . . . . . 0 . . . .
484 7 . 7 . 5 . 0 . 0 . 0 . 0 . 0 . 1 .
485 . 7 . 4 . . . 0 . 0 . . . 0 . 2 . .
486 7 . . . . . 0 . . . . . 0 . . . . .
487 7 . . . . . 0 . . . . . 0 . . . . .
488 . . . 7 . 7 . . . 0 . 0 . . . 0 . 0
489 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
490 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
491 7 . . . . . 0 . . . . . 0 . . . . .
492 7 . 7 . 4 . 0 . 0 . 0 . 0 . 0 . 2 .
495 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
496 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
497 . 7 . . . . . 0 . . . . . 0 . . . .
499 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
500 . 7 . 7 . . . 0 . 0 . . . 0 . 0 . .
501 . 6 . 2 . 5 . 0 . 0 . 0 . 1 . 2 . 1
502 7 . 3 . 7 . 0 . 0 . 0 . 0 . 2 . 0 .
503 . . . 1 . 1 . . . 1 . 1 . . . 3 . 3
504 1 . 1 . 1 . 1 . 1 . 1 . 3 . 3 . 3 .
505 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0 .
506 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
507 6 . . . 1 . 0 . . . 1 . 1 . . . 3 .
508 6 . . . 1 . 0 . . . 1 . 1 . . . 3 .
509 7 . 7 . 6 . 0 . 0 . 0 . 0 . 0 . 1 .
510 5 . 7 . . . 0 . 0 . . . 1 . 0 . . .
511 . 1 . 5 . 1 . 1 . 0 . 1 . 3 . 1 . 3
513 . 7 . 1 . . . 0 . 1 . . . 0 . 3 . .
514 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
515 . . 4 . 1 . . . 0 . 1 . . . 2 . 3 .
516 7 . 1 . 2 . 0 . 1 . 0 . 0 . 3 . 2 .
519 7 . 7 . 1 . 0 . 0 . 1 . 0 . 0 . 3 .
520 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
521 7 . 4 . . . 0 . 0 . . . 0 . 2 . . .
522 7 . . . . . 0 . . . . . 0 . . . . .
523 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
524 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
525 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
526 . . 7 . 7 . . . 0 . 0 . . . 0 . 0 .
527 . 7 . 1 . 1 . 0 . 1 . 1 . 0 . 3 . 3
528 . 1 . 7 . 7 . 1 . 0 . 0 . 3 . 0 . 0
529 . . . 7 . 1 . . . 0 . 1 . . . 0 . 3
530 7 . 2 . 7 . 0 . 0 . 0 . 0 . 2 . 0 .
531 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
533 . 1 . . . 1 . 1 . . . 1 . 3 . . . 3
534 7 . 7 . . . 0 . 0 . . . 0 . 0 . . .
535 . . . . 5 . . . . . 0 . . . . . 1 .
536 . 4 . . . 5 . 0 . . . 0 . 2 . . . 1
537 . 7 . 7 . 7 . 0 . 0 . 0 . 0 . 0 . 0
